entity,label,p_cec,conflict,p_maker,p_generic_use,p_alt_meaning,n_titles,n_categories,slots,example_title,p_recognized,gated
idly,unbranded,0.0005,False,0.0,1.0,0.9995,2,1,prefix,IDLY POWDER,,False
fork,unbranded,0.0005,False,0.0,1.0,0.9995,1,1,prefix,Fork PLA 160 mm,,False
dragees,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,#_# Chocolate Coated Salted Pistachio Dragees Jar [120 grams] - Entisi Chocolatier,,False
elastic,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,prefix,Elastic thread round black 1.1 MM,,False
refill,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,#_# Mop Refill [Wet],,False
potassium,unbranded,0.0004,False,0.0,0.9999,0.9996,1,1,prefix,Potassium Sorbate,,False
doi,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,#_# Misti Doi 100gm - Parsi Dairy Farm,,False
rocket,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,Wild Rocket Micro 100 gm,,False
guava,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,prefix,#_# Guava Pop (70 ML) - Noto,,False
rajma,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,Rasila Rajma - Outsource,,False
coat,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,Chef Coat S36  Black Half Sleeve,,False
yogurt,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,,False
patty,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,GFB Mushroom Patty,,False
lava,unbranded,0.0004,False,0.0,1.0,0.9996,2,1,inline|prefix,Infinite - Eggless Choco Lava Cake Premix 1 Kg Ambient 148873,,False
kabab,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,STICKER SHEEK KABAB,,False
crunchy,unbranded,0.0004,False,0.0,1.0,0.9996,3,3,inline|prefix,#_# Sticker - Sauce Dip Sticker Crunchy Chilli Oil - Prasuma,,False
khoya,unbranded,0.0004,False,0.0,1.0,0.9996,1,1,inline,Shudh Garhwal - Khoya Pindi 1KG,,False
greek,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,#_# Blueberry Greek Yogurt Minis Guilt Free Ice Cream [09 pieces] - Noto,,False
pumpkin,unbranded,0.0003,False,0.0,0.9997,0.9999,1,0,allcaps,PUMPKIN SEEDS (1Kg Pkt),,False
application,unbranded,0.0003,False,0.0,0.9998,0.9997,1,1,inline,BOOKLET - LEAVE APPLICATION,,False
brinjal,unbranded,0.0003,False,0.0,1.0,0.9997,1,0,prefix,Brinjal   Black,,False
degreaser,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,Sumabrite Degreaser nd Heavy duty cleaner (break up HD),,False
whitener,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,EVD DAIRY WHITENER 1 KG,,False
mixture,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,CHICKEN FRY MIXTURE (CF1),,False
chip,unbranded,0.0003,False,0.0,1.0,0.9997,3,3,inline,#_# Frozen OG Chocolate Chip Chonker - Chonkers,,False
malai,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Malai Paneer Soft Loose,,False
shower,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Shower Gel 5Ltr,,False
feta,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,Danish White Feta 500GM,,False
butter,unbranded,0.0003,False,0.0,1.0,0.9997,13,10,inline|prefix,Butter Pouch 9X12,,False
mangoes,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Mangoes (Sindhura) X1KG,,False
fried,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Fried Mirchi retort,,False
whipping,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,Rich Whipping Cream Gold,,False
filling,unbranded,0.0003,False,0.0,1.0,0.9997,2,2,inline,Fruit Filling Mango Delta,,False
slicer,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,TL Slicer Cutter,,False
nitrile,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Nitrile Hand Gloves (1box = 100 gloves),,False
chakki,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,VIKRAM - CHAKKI ATTA 30 KG,,False
evaporated,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,CARNATTION MILK  405 GM ( EVAPORATED MILK ),,False
citric,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,prefix,Citric Acid Monohydrate 500 GM,,False
chevdo,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,Farali Chevdo (Tikho),,False
millets,unbranded,0.0003,False,0.0,1.0,0.9997,2,2,inline|prefix,DAILY FRESH MILLETS IDLI AND DOSA BATTER POUCH 1/2KG,,False
cylinder,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,19 KG Commercial Cylinder,,False
crust,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,Pizza Base 8 inch Whole Wheat Pan Crust (Junos),,False
chardonnay,unbranded,0.0003,False,0.0,1.0,0.9997,1,1,inline,SDU Deva Chardonnay White wine 750ml,,False
dip,unbranded,0.0002,False,0.0,1.0,0.9998,4,4,inline,PLASTIC DIP BOWL 50 ML,,False
motichoor,unbranded,0.0002,False,0.0,1.0,0.9998,2,1,allcaps,MOTICHOOR LADDU 250g,,False
grill,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,A-005 Grill and Oven Cleaner ACTON,,False
capacity,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Chest Freezer Capacity - 500 Ltr - 1060*700*840,,False
snacks,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,TG-Party Snacks 35G Pouch,,False
free,unbranded,0.0002,False,0.0,1.0,0.9998,7,6,inline,Premix Egg Free Chocolate Make: pillsbury,,False
carrots,unbranded,0.0002,False,0.0,1.0,0.9998,2,2,prefix,"Carrots/Gajar, incremental 0.5 10335",,False
chaap,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,SOYA CHAAP STUFFED SF,,False
sipper,unbranded,0.0002,False,0.0,1.0,0.9998,1,0,prefix,Sipper Cup 300ml,,False
long,unbranded,0.0002,False,0.0,1.0,0.9998,3,3,inline|prefix,NOTEBOOK LONG 200 PAGES,,False
seafood,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,prefix,Seafood-Basa,,False
bone,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Chicken PCP (Bone),,False
rava,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,MUMBAI RAVA 5 KG,,False
rub,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Hand Rub,,False
keto,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,prefix,Keto Blueberry Cheesecake Ice Cream - 100 ml RM,,False
customized,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Disposable Paper Glass 150 ml Customized Printed Cups 180 GSM Paper,,False
seekh,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,CHICKEN KEEMA FOR SEEKH,,False
barbeque,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Sandburgs Truffle Barbeque sauce (500 gram),,False
carry,unbranded,0.0002,False,0.0002,1.0,0.9998,3,1,inline|prefix,CARRY BAG 500GM,,False
aam,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,#_# BC - Aam Ice Cream [300ML] - BICO,,False
sponge,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,SCOTCH BRITE - SOFT SPONGE,,False
jasmine,unbranded,0.0002,False,0.0,1.0,0.9998,2,1,inline,Thai Jasmine Rice 2kg pkt MBK,,False
ketchup,unbranded,0.0002,False,0.0,1.0,0.9998,1,0,prefix,Ketchup,,False
soaked,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,prefix,#_# Soaked Chia - The Whole Truth,,False
patta,unbranded,0.0002,False,0.0,1.0,0.9998,3,1,inline,Lettuce Patta,,False
spread,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Amul Cheese Spread 200 Gm,,False
sprouted,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,DAILY FRESH SPROUTED PESARATTU BATTER POUCH 1/2KG,,False
light,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,prefix,Light Soya Sauce,,False
chipotle,unbranded,0.0002,False,0.0,1.0,0.9998,1,0,prefix,Chipotle Sauce,,False
apricot,unbranded,0.0002,False,0.0,1.0,0.9998,1,0,prefix,APRICOT 200 GM PACK,,False
straw,unbranded,0.0002,False,0.0,1.0,0.9998,2,0,inline,Paper Straw,,False
icing,unbranded,0.0002,False,0.0,0.9998,0.9998,1,0,prefix,Icing Sugar Powder,,False
hair,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,prefix,Hair Net,,False
pomace,unbranded,0.0002,False,0.0,1.0,0.9998,2,2,inline,San Marzano - Pomace Olive Oil,,False
filo,unbranded,0.0002,False,0.0,1.0,0.9998,1,1,inline,Thin Filo Dough For Sweet 450 gms,,False
commercial,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,19 KG Commercial Cylinder,,False
button,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline,Mini Button Bhakarwadi,,False
jerk,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Chefs Art - Jamaican Jerk Seasoning 400 gm,,False
soyabeen,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,prefix,Soyabeen Chunks-Soya Chunks,,False
kaffir,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,prefix,KAFFIR LIME,,False
microgreen,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Green Mustard Microgreen,,False
malaysian,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Malaysian Noodles ( Flat Noodles ) 1kg,,False
shikanji,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,prefix,SHIKANJI MASALA,,False
grass,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Lemon Grass (Green),,False
badam,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,ALMOND(BADAM),,False
stuffed,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,SOYA CHAAP STUFFED SF,,False
squeeze,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Squeeze bottles -  Large,,False
digestive,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,DIGESTIVE BISCUITS,,False
ganaches,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,inline,#_# Box of 20 Assorted Ganaches - La Folie,,False
breading,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline,Crispy Cajun Breading Mix,,False
urad,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Urad Wash,,False
full,unbranded,0.0001,False,0.0,1.0,0.9999,4,0,inline|prefix,Milk ( Full Cream ),,False
heeng,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Heeng Papdi 200g,,False
basa,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,inline|prefix,Basa Fish,,False
kakdi,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Kakdi - Cucumber,,False
packing,unbranded,0.0001,False,0.0,1.0,0.9999,4,3,inline|prefix,Plastic Packing Theli (PP),,False
pesto,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,prefix,Pesto Pistachio 2.5kg (Mec3-14755),,False
hing,unbranded,0.0001,False,0.0,1.0,0.9999,3,2,inline|prefix,#_# Asafoetida / Hing - murukku,,False
sourdough,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,#_# Baguette Sourdough - La folie,,False
channa,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Kabuli Channa,,False
toned,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Toned Tetra Milk 1000 ml,,False
prawn,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,inline|prefix,Nam Shop Sticker   Prawn Crackers Large,,False
ply,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,3 Ply Corrugated Croissant Tray,,False
sambal,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Sambal Oelek,,False
pili,unbranded,0.0001,False,0.0001,1.0,0.9999,1,1,prefix,Pili mirch powder / yellow chilli powder,,False
chestnut,unbranded,0.0001,False,0.0,1.0,0.9999,2,0,inline,Water Chestnut In Water 567G,,False
banana,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Raw Banana- Nos,,False
rings,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,ONION RINGS (PB),,False
cashewnuts,unbranded,0.0001,False,0.0,1.0,0.9999,2,0,prefix,Cashewnuts,,False
chinese,unbranded,0.0001,False,0.0,1.0,0.9999,4,3,inline|prefix,RTE-Seths - Chinese Ready Schezwan Sauce (Frozen) 1 Kg,,False
eggs,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,prefix,Eggs,,False
grated,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Grated mozzarella New Onesta,,False
matthi,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,#_# Baked Oregano Cheese Matthi - Genda Phool,,False
makana,unbranded,0.0001,False,0.0001,1.0,1.0,2,1,inline|prefix,Phool Makana,,False
balls,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Manchurian Balls 500 Gms,,False
double,unbranded,0.0001,False,0.0,1.0,0.9999,3,3,inline|prefix,Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,,False
steel,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Stainless Steel Scrub,,False
chini,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,inline,Sugar (Chini),,False
safed,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Safed mirchi,,False
vathal,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,CHUNDAKKAI VATHAL,,False
wings,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Crispy Chicken Wings- Drums+Flats,,False
mozzarella,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Mozzarella Cheese - Flanders,,False
fajita,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Fajita Topping,,False
kaju,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,inline|prefix,Kaju 4pcs,,False
synthetic,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,VINEGAR SYNTHETIC 750ML,,False
tissue,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline,Multi Fold Tissue,,False
yam,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Elephant Yam,,False
palm,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Palm Jaggery (per kg),,False
rolls,unbranded,0.0001,False,0.0,1.0,0.9999,3,3,inline,Flow Wrap Rolls - Raspberry Duet (60 ml),,False
block,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Cheese Block Processed,,False
polycarbonate,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,inline,Cambro Polycarbonate GN Pan 1/2 200mm,,False
basmati,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline|prefix,BASMATI BIRYANI RICE,,False
kombu,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,prefix,Kombu Leaf Dried 1kg pkt,,False
broom,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Floor Broom- Kharata,,False
grapes,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,inline,Green Grapes,,False
lentils,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Dal Tadka Lentils- ( 920 gms ),,False
kashmiri,unbranded,0.0001,False,0.0,1.0,0.9999,5,2,inline|prefix,Kashmiri Mirch Powder,,False
pitted,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Habit Olives Green Pitted 3Kg,,False
makki,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,prefix,MAKKI ATTA,,False
litchi,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,#_# Tender Coconut Litchi Ice Pop - Getaway,,False
korean,unbranded,0.0001,False,0.0,1.0,0.9999,2,1,prefix,Korean LTO Menu,,False
chia,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,#_# Soaked Chia - The Whole Truth,,False
papdi,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Heeng Papdi 200g,,False
freshener,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline,Air Freshener Godrej,,False
diffuser,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Aroma Diffuser Liquid,,False
pesarattu,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,DAILY FRESH SPROUTED PESARATTU BATTER POUCH 1/2KG,,False
bulgogi,unbranded,0.0001,False,0.0,1.0,0.9999,1,0,prefix,Bulgogi Sauce,,False
vodka,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Ketel One Vodka 750 ml,,False
pouches,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline,Aluminium (Silver) Pouches 6 inch * 9 inch (Pack of 100) 137302,,False
nuggets,unbranded,0.0001,False,0.0,1.0,0.9999,1,1,inline,Butter Chicken Nuggets,,False
meat,unbranded,0.0001,False,0.0,1.0,0.9999,2,2,inline|prefix,Meat Masala MDH,,False
marinade,unbranded,0.0001,False,0.0,1.0,0.9999,3,2,inline,VKL PERI PERI MARINADE,,False
lighter,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Gas Lighter,,False
leaflet,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,A5 Voucher Leaflet,,False
cayenne,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Cayenne Pepper Powder,,False
cutter,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,SS Mould Round Cutter - 12pcs,,False
processed,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Cheese Block Processed,,False
golgappa,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Golgappa Sooji,,False
vinegar,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,VINEGAR SYNTHETIC 750ML,,False
roots,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Coriander Fresh W/O Roots,,False
regular,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Olive Oil (Regular /Pomace ),,False
wine,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Cooking White Wine 750ml,,False
eggless,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Infinite - Eggless Choco Lava Cake Premix 1 Kg Ambient 148873,,False
heavy,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Sumabrite Degreaser nd Heavy duty cleaner (break up HD),,False
pitta,unbranded,0.0,False,0.0,1.0,1.0,1,0,allcaps,WHITE PITTA BREAD (1pcs),,False
taro,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Possmei Taro Powder Premix 1kg pkt,,False
asafoetida,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,#_# Asafoetida / Hing - murukku,,False
cajun,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Crispy Cajun Breading Mix,,False
coated,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Chicken wings Coated ( ITC ),,False
basket,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Cutlery Basket,,False
mace,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Javitri (Mace),,False
mousse,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,#_# Hazelnut Mousse Cake [500 gms] [Gluten Free] - Sassy Teaspoon,,False
broth,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Chicken Broth Powder Knorr,,False
mithai,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Flexible Plastic Bags ( 5kg Small Size - Mithai & Namkeen),,False
javitri,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Javitri (Mace),,False
gooseberry,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Dry Amla-Dry Gooseberry,,False
pocket,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Veggie Pizza Pocket,,False
adrak,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Adrak / Ginger,,False
note,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Note Pad 3x3,,False
kabuli,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Kabuli Channa,,False
galouti,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Chicken Galouti,,False
cocktail,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Fruit Cocktail Tin,,False
net,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Hair Net,,False
beer,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,Beer Non Alcoholic 330 ml - Coolberg (Ginger Flavour),,False
sangri,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Ker Sangri,,False
burger,unbranded,0.0,False,0.0,1.0,1.0,3,1,allcaps|inline|prefix,NON-VEG BURGER BUN (1x4),,False
gun,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Unbranded Spray Gun,,False
makhani,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,DAL MAKHANI STICKERS,,False
rubber,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Scotch Brite - Rubber Kitchen Gloves,,False
topping,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Fajita Topping,,False
haleem,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Sticker Mutton Haleem,,False
set,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Cutlery Set The Cake Story,,False
palak,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,Palak - Spinach,,False
foil,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Kesar Kaju Katli 500 Gms Gold Foil Cover,,False
paratha,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Tikona Paratha,,False
sev,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Fine Sev,,False
tofu,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Silken Tofu 300g Voila,,False
stem,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Red Cherry with Stem 850g Tin,,False
gravy,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Tomato ( For Gravy ),,False
sandwich,unbranded,0.0,False,0.0,1.0,1.0,2,0,inline|prefix,SANDWICH BOX,,False
jumbo,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Whole Wheat Jumbo Bread,,False
steamer,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Momo Steamer,,False
gajar,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,"Carrots/Gajar, incremental 0.5 10335",,False
rai,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Rai (Mustard Seed) 100gm,,False
lamb,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Lamb Rack Cap Off 1 Pkt,,False
namkeen,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Flexible Plastic Bags ( 5kg Small Size - Mithai & Namkeen),,False
herbs,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Oregano Herbs (Seasoning ),,False
stick,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,#_# Pista Kulfi Stick (70 ml) - Go Zero,,False
keema,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,CHICKEN KEEMA FOR SEEKH,,False
melted,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Milkhana Melted Cheese,,False
soya,unbranded,0.0,False,0.0,1.0,1.0,5,5,inline|prefix,Soyabeen Chunks-Soya Chunks,,False
sunflower,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Sunflower Oil,,False
printed,unbranded,0.0,False,0.0,1.0,1.0,5,5,inline,Biryani Box Printed Round with Lid (1250 gm),,False
purple,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Purple Cabbage,,False
lettuce,unbranded,0.0,False,0.0,1.0,1.0,2,2,prefix,Lettuce Patta,,False
sachet,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Pickle Sachet,,False
almond,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Almond biscotti (1pcs),,False
chillies,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Green Chillies,,False
size,unbranded,0.0,False,0.0,1.0,1.0,5,4,inline|prefix|suffix,Flexible Plastic Bags ( 5kg Small Size - Mithai & Namkeen),,False
broken,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Mogra Staff Rice (Broken Basmati Rice) 30 Kg 138777,,False
grade,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Jeera Whole Grade 1,,False
brain,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,MUTTON BRAIN 1PCS,,False
artichoke,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Artichoke Tin 390 Grms,,False
ghee,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,Vanaspati Ghee nature fresh,,False
biryani,unbranded,0.0,False,0.0,1.0,1.0,5,5,inline|prefix,Biryani Handi 750 GM,,False
tile,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Quarry And Tile Floor Cleaner (120X2Oz),,False
chunks,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Soyabeen Chunks-Soya Chunks,,False
compartment,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Paper Printed Kebab Box 6 Compartment,,False
sundried,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Sundried Tomatoes in oil,,False
monohydrate,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Citric Acid Monohydrate 500 GM,,False
thai,unbranded,0.0,False,0.0,1.0,1.0,5,3,inline|prefix,Thai Jasmine Rice 2kg pkt MBK,,False
floor,unbranded,0.0,False,0.0,1.0,1.0,6,5,inline|prefix,Floor Broom- Kharata,,False
mineral,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,MINERAL WATER BOTTLE 1 LIT SF,,False
bhakarwadi,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Mini Button Bhakarwadi,,False
skimmed,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),,False
leg,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,CHICKEN LEG RAW,,False
pork,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Pork Red Meat,,False
filter,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,STICKERS WVF COLD VARAVRAGE - THINK ORIGINS HAZELNUT COLD FILTER COFFEE FSSAI,,False
noodles,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Malaysian Noodles ( Flat Noodles ) 1kg,,False
bass,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Frozen Sea Bass Fillets,,False
quinoa,unbranded,0.0,False,0.0,1.0,1.0,2,0,prefix,Quinoa 1kg,,False
vada,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Farali Sabudana Vada,,False
flexible,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Flexible Plastic Bags ( 5kg Small Size - Mithai & Namkeen),,False
veggie,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Veggie Pizza Pocket,,False
dhania,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Dhania Pudina Chutney-SNACC,,False
