po_date,outlet_state,outlet_city,item_cat_l1,item_cat_l2,item_cat_l3,item_cat_l4,item_cat_l5,su_brand,brand,product_id,product_title,unit,quantity,price_inr,tax_pct,subtotal_amount_inr,tax_amount_inr,total_amount_inr,su_item_short_code,rn
2026-02-16 00:00:00.000 +0530,Rajasthan,Jaipur,Groceries,Spices,,,,Kitchen King,Unbranded,617a973e43602d121f2ce90c,Kitchen King MDH 100 Gm- GST @ 5%,piece,40,72.43,0.05,2897.2,144.86,3042.06,AGFAAHJAAC,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,"Sauces, Spreads & Condiments",Sauce,,,,OUTLET,682c8cea36c56b384ba19296,"RTE-Seths - Chinese Ready Schezwan Sauce (Frozen), 1 Kg BB0009",kg,1,220,0.05,220,11,231,ANRAAAWAAA,1
2026-04-16 00:00:00.000 +0530,Tamil Nadu,Chennai,Dairy,Indian Cottage Cheese (Paneer),,,,Unbranded,unbrand,63cfa5e3d8bc5df67387a3c9,Chilly Byadagi,kg,2,90,0,180,0,180,ACTAAAIAAC,1
2026-01-08 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Pulse,Chaap,,,Unbranded,Unbranded,61f7aa64a3342e1c94a94657,CHAPAD HEAVY,piece,10,550,0.18,5500,990,6490,AKVAAAIAAA,1
2026-03-25 00:00:00.000 +0530,Haryana,Gurugram,Beverages,Juice,Mango Juice,,,Unbranded,Unbranded,647c6f3cb16498aa407e55b6,MANGO JUICE 1 LTR,litre,2,100,0,200,0,200,AAPAAJUAAB,1
2026-01-27 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Lolo Roso Lettuce (Red Lettuce),,,,Unbranded,Unbranded,670e4051d41a5534b9d39ec4,Lettuce Lollo Rosso,kg,0.5,90,0,45,0,45,CNVPAAIAAA,1
2026-03-30 00:00:00.000 +0530,Karnataka,Bangalore South,Fresh Produce,Fruits & Vegetables,Vegetables,Corn,Sweet Corn,Unbranded,unbranded,65c0d0b77e75e86fb44464dd,American corn Sweet (per piece),piece,1,16,0,16,0,16,ADSAAAIAAB,1
2026-03-05 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Mixed Vegetables,,Unbranded,unbranded,674ff8ee22c435a2af2a391a,Shimeji Mushrooms,kg,0.1,4038,0,403.8,0,403.8,BZQAAHVAAA,1
2026-04-10 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Butternut Squash,,,,Unbranded,UNBRANDED,6605107e605c352f8eaf9597,BOOKLET - LEAVE APPLICATION,piece,10,150,0.18,1500,270,1770,COMGAAIAAA,1
2026-02-05 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Disposables,Cutlery,,,Unbranded,Unbranded,6773ab498b116bb3323b2eb8,7 inch Plate Chuk,piece,100,2.42,0.05,242,12.1,254.1,AJRAAAIAAA,1
2026-04-23 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,"Non - Veg Logo Thermal 3""4",,,,Unbranded,Unbranded,66d89ac9fcad79b60643c5e0,#_# Prasuma FS Tandoori Veg Momos - Prasuma,packet,1,1,0,1,0,1,CNJAAAIAA,1
2026-01-15 00:00:00.000 +0530,Maharashtra,Mira-Bhayandar,Dairy,Frozen Dessert,Ice Cream,,,Unbranded,Unbranded,674452ccc9bb29637f070486,#_# French Vanilla (500 ml) - Go Zero,piece,6,1,0,6,0,6,AGCAAAIAAA,1
2026-04-04 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Flour,Samoline/Rawa (Sooji),,,Unbranded,UNBRANDED,63d7807e5e19262eb27ed1b8,IDLY RAWA,kg,50,60,0,3000,0,3000,AEZAAAIAAA,1
2026-02-18 00:00:00.000 +0530,Kerala,Kochi,Housekeeping,Bottle Brush,,,,Unbranded,unbrand,63cfa1d0d8bc5df67386a80f,Budweiser 330Ml,bottle,360,75,0,27000,0,27000,AONAAAIAAA,1
2026-01-09 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Indian Cottage Cheese (Paneer),,,,Unbranded,unbranded,66729226e9958caad0efffe1,BREAD CRUMBS,kg,5,166.67,0.05,833.35,41.67,875.02,ACTAAAIAAC,1
2026-01-26 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Air Freshener,,,,Godrej,Unbranded,64ca2190462381d162f14436,Air Freshener Godrej,piece,3,519,0,1557,0,1557,AOJAAEUAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Thane,Grocery,"Dry Fuits, Nuts & Seeds",Sesame Seeds,,,Unbranded,unbranded,65fcffdc6c86b098332cf9be,Spice-Dhaniya seeds,kg,2,145,0.05,290,14.5,304.5,AENAAAIAAA,1
2026-04-19 00:00:00.000 +0530,Haryana,Gurugram,Grocery,"Masala, Salt, Sugar & Spices",Seasoning,Barbeque Seasoning,,Food Basket,Base Kitchen,68402e820f01a1cfa5689319,Sandburgs Truffle Barbeque sauce (500 gram),packet,3,260,0.05,780,39,819,AHNAANCAAA,1
2026-02-12 00:00:00.000 +0530,Karnataka,Bengaluru,Ready to Eat,Coated Paneer,,,,,KHUSH FARM,65eedae21f6f494975fb5a86,SEED POPPY,kg,20,1720.67,0.05,34413.4,1720.67,36134.07,AVJAATEAAA,1
2026-02-09 00:00:00.000 +0530,Karnataka,Bengaluru,"Poultry, Meat & Seafood",Meat,Goat Meat,,,Red Bull,,678b5cf8483af3f9bdf2b5e3,Pork Red Meat,kg,4,550,0.18,2200,396,2596,ASRAADEAAK,1
2026-01-12 00:00:00.000 +0530,Rajasthan,Jaipur,Grocery,Pulse,Chaap,,,Unbranded,Unbranded,5fdb396b5ba9be4b584ee9bf,Full Box / Big Box ,piece,600,8.74,0.05,5244,262.2,5506.2,AKVAAAIAAA,1
2026-04-12 00:00:00.000 +0530,Goa,Panaji,#SPILL!,,,,,Unbranded,Unbranded,685172883a9ab02f2601aef0,Star Papad,packet,4,100,0,400,0,400,CNVKAAIAAA,1
2026-03-04 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Dry Fuits, Nuts & Seeds",Cashew,,,,SVP'S JUST CASHEWS - JH SREE DEVI'S,65eedae91f6f494975fb7d16,NUTS CASHEW 4PCS,kg,10,819.04,0.05,8190.4,409.52,8599.92,AEGAAAFAAG,1
2026-03-14 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Dish Wash,,,,Unbranded,Unbranded,686ce69326d16e65ff322f5f,Dry Wash Floor mat - Big,piece,8,50,0,400,0,400,AOYAAAIAAA,1
2026-02-15 00:00:00.000 +0530,Uttar Pradesh,Indirapuram,Packaging,Stickers,,,,Unbranded,Unbranded,61a5d710ba4c6822db2be8e1,A4 Sheet,bundle,1,241.52,0.18,241.52,43.47,284.99,ASCAAAIAAA,1
2026-01-08 00:00:00.000 +0530,Maharashtra,Mumbai,Breads & Bakery,Chocolate & Cocoa,Chocolate,WAFFLE STICK,,Unbranded,unbranded,6656fb7858d1490059011131,#_# Strawberry Kulfi 300gm - Parsi Dairy Farm,piece,2,266.949,0,533.9,0,533.9,COMJAAIAAA,1
2026-04-10 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Flour,Samoline/Rawa (Sooji),,,Unbranded,Unbranded,6469f13e75da64dd85109cf9,Golgappa Sooji,packet,2,160,0,320,0,320,AEZAAAIAAA,1
2026-02-20 00:00:00.000 +0530,Haryana,Gurugram,Housekeeping,Liquid Soap,,,,Unbranded,Unbranded,64158bd04e45db9dec0b417b,Pril Liquid,piece,2,364.41,0.18,728.82,131.19,860.01,APSAAAIAAA,1
2026-01-10 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Lolo Roso Lettuce (Red Lettuce),,,,Unbranded,Unbranded,61f7aa64a3342e1c94a94a9f,RED COLOUR,piece,120,52.389,0.05,6286.68,314.33,6601.01,CNVPAAIAAA,1
2026-04-13 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Micro Fibre Cloth,,,,Unbranded,unbranded,65c1ff7b1e92ef3ceb978a2f,T-shirt - M size,piece,700,250,0.05,175000,8750,183750,APEAAAIAAA,1
2026-01-31 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Corn,Sweet Corn,Unbranded,Unbranded,68e3ea8139fce2a9dc66ce6e,Thin Filo Dough For Sweet 450 gms,piece,1,425,0.05,425,21.25,446.25,ADSAAAIAAB,1
2026-02-18 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Dry Fuits, Nuts & Seeds",Sesame Seeds,,,Unbranded,Unbranded,66a776e937c04b3a20f60712,#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,piece,100,1,0,100,0,100,AENAAAIAAA,1
2026-03-02 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Flour,Pizza Flour,,,Unbranded,Unbranded,674af10f05d7976f65ee4495,Silicon Dioxide,kg,25,450,0.18,11250,2025,13275,BYYAAAIAAA,1
2026-03-28 00:00:00.000 +0530,Delhi,Delhi,Fruits & Vegetables,Vegetables,,,,Unbranded,Unbranded,66bf18d0888b89ca85c6c71b,Wild Rocket Micro 100 gm,packet,3,199,0,597,0,597,ABHAAAIAAA,1
2026-04-22 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Oil & Fats,Edible Oil,Sunflower Oil,,Sunpure,Priya,63dcbd798dd1d054abdf288a,Sunflower Oil,tin,3,2596,0.05,7788,389.4,8177.4,AKGAALCAAA,1
2026-01-27 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Edamame Mushroom,,,,Unbranded,Unbranded,6617e27fccb4caabdbfe2e0c,Dried Shiitake mushroom 1kg,packet,4,1100,0.05,4400,220,4620,CNVDAAIAAA,1
2026-01-11 00:00:00.000 +0530,Haryana,Gurugram,Breads & Bakery,Breads,Sliced Bread,,,Unbranded,unbranded,6539ff1ec2dc4d02ba4ee8a3,NONBROMITE BREAD IMPROVER 1 KG 0157,kg,20,216,0.05,4320,216,4536,ABJAALIAAA,1
2026-02-19 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Non-Alcoholic Beverages,,,,Unbranded,unbranded,65c0d0b67e75e86fb4446295,Kombu Leaf Dried 1kg pkt,packet,3,1550,0.05,4650,232.5,4882.5,AJKAAAIAAA,1
2026-03-11 00:00:00.000 +0530,Karnataka,Bengaluru,Groceries,Spices,,,,,,67979619d4ba6d9648438920,MDH Kashmiri Chilli Powder 100 grams,packet,10,98.9,0.05,989,49.45,1038.45,AGTAAHJAAA,1
2026-01-19 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Soya Sauce,,Unbranded,UNBRANDED,67f8c1f5e42abee3287058e4,Kiley Soda 250 ML - SNACC,piece,0,8,0.05,0,0,0,ANTAAAIAAA,1
2026-05-01 00:00:00.000 +0530,Telangana,Hyderabad,Frozen & Instant Food,Snacks,Onion Rings,,,Oreo,Olio,68688612f5cfc27a9176ea0c,ONION RINGS (PB),kg,30,243.45,0.05,7303.5,365.18,7668.68,ATGAAEXAAA,1
2026-01-19 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Spices,Cumin Whole (Jeera),,Unbranded,unbranded,6656fb7758d1490059010b31,#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,piece,2,1,0,2,0,2,AIOAAAIAAB,1
2026-02-01 00:00:00.000 +0530,Tamil Nadu,Chennai,Fresh Produce,Apple Royal Gala,,,,Raag Gold,Unbranded,680b79de72589f13d8599192,Luster Dust Royal Gold,nos,0,3093.22,0,0,0,0,CNVIAAIAAA,1
2026-02-01 00:00:00.000 +0530,Maharashtra,Mumbai,,,,,,Unbranded,unbranded,65fcffdc6c86b098332cf7e8,Sauce-Peri peri,kg,5,196,0.12,980,117.6,1097.6,NONEAAIAAX,1
2026-02-09 13:11:48.702 +0530,Delhi,Delhi,Fruits & Vegetables,Vegetables,,,,Unbranded,unbranded,65c078e2e0f65923488d03cf,Coriander Green,kg,148,65,0,9620,0,9620,CNTZAAIAAA,1
2026-03-19 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Corn,Sweet Corn,Unbranded,Unbranded,68491674c681d8301bb920ba,Water Chestnuts,kg,10,233.6725,0,2336.73,0,2336.73,ADSAAAIAAB,1
2026-02-01 00:00:00.000 +0530,Karnataka,Bengaluru,,,,,,Unbranded,Unbranded,680478e00a4f1b6cd06ed68c,Monin Raspberry,bottle,1,585,0.05,585,29.25,614.25,NONEAAIAAP,1
2026-01-12 00:00:00.000 +0530,Haryana,Gurgaon,Grocery,Oil & Fats,Vegetable Fat,,,Nature Fresh,unbranded,60c4455aa4c315102ec5b60a,Vanaspati Ghee nature fresh,kg,200,129,0.05,25800,1290,27090,AJYAAHZAAA,1
2026-03-26 00:00:00.000 +0530,Karnataka,Bengaluru,,,,,,Unbranded,unbrand,63cfa5e3d8bc5df67387a611,White Raddish,kg,20,40,0,800,0,800,NONEAAIAAT,1
2026-01-21 00:00:00.000 +0530,Delhi,Delhi,Packaging,"Non - Veg Logo Thermal 3""4",,,,Unbranded,unbranded,65d7366da5f6edf5e51aaaa3,Polyester Label Sticker (4x2 Inc Red) Non veg,piece,22500,0.5,0.18,11250,2025,13275,CNJAAAIAA,1
2026-03-02 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Broom,Hand Broom,,,Unbranded,unbranded,65c0d0b37e75e86fb44458fe,Nitrile Hand Gloves (1box = 100 gloves),packet,2,225,0.18,450,81,531,AOKAAAIAAA,1
2026-01-10 00:00:00.000 +0530,Delhi,Delhi,Dairy,Cheese,Mozzarella Cheese,,,Unbranded,unbranded,640b19cb6f21de9e54dbe8f4,Pizza Cheese,kg,40,455,0.05,18200,910,19110,ACUAAAIAAA,1
2026-03-27 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Butter Paper,,,,Unbranded,Unbranded,66eaf95de665f998636d1f9c,#_# Square Butter Paper - Le Four,piece,500,1,0,500,0,500,ARJAAAIAAE,1
2026-04-30 00:00:00.000 +0530,Tamil Nadu,Chennai,Fresh Produce,Fruits & Vegetables,Vegetables,Peeled Onion,,Unbranded,unbranded,63c0f66a746a4d9708a948bc,Sarwar Onion Powder 450gm,packet,2,180,0,360,0,360,CDAAAAIAAA,1
2026-04-29 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Kitchen Roll,,,,Unbranded,Unbranded,671b451c31d0c62a27ea4392,Veg Spring Roll (pack of 25Pcs),packet,2,200.8,0.05,401.6,20.08,421.68,ARUAAAIAAB,1
2026-02-16 00:00:00.000 +0530,Jammu & Kashmir,Jammu,Grocery,"Masala, Salt, Sugar & Spices",Masala,Curry Powder,,Unbranded,Unbranded,645cff0c8f8fe22514c03379,Mdh Dhaniya powder 500gm,packet,6,160,0,960,0,960,AFXAAAIAAB,1
2026-04-20 00:00:00.000 +0530,Maharashtra,Mumbai,Fruits & Vegetables,Vegetables,Nightshades,,,,Unbrand,64199484cd0a52206cec63ef,Cherry Tomato,kg,1,90,0,90,0,90,NONEAAIAAN,1
2026-03-06 00:00:00.000 +0530,Delhi,Delhi,#SPILL!,,,,,Unbranded,unbranded,630327b63ac25f212482fcd5,CREAM,litre,20,150,0,3000,0,3000,CNVKAAIAAA,1
2026-03-31 00:00:00.000 +0530,Maharashtra,Raigad,Packaging,Container,,,,Unbranded,Unbranded,5f1e684d9eba1d721e0c9d67,Container Paper Printed 250 ML ( dia 116 ) with LID,piece,1,6.15,0.18,6.15,1.11,7.26,ARMAAAIAAA,1
2026-04-02 00:00:00.000 +0530,Karnataka,Bangalore East,Beverages,Juice,Mango Juice,,,Unbranded,unbrand,63cfa5e3d8bc5df67387a679,Tropicana Mango Juice 1Ltr,litre,36,83.17,0.05,2994.12,149.71,3143.83,AAPAAJUAAB,1
2026-02-20 00:00:00.000 +0530,Tamil Nadu,Chennai,,,,,,Unbranded,unbranded,65c0d0c37e75e86fb44473e1,A5 Voucher Leaflet,piece,25,9,0.18,225,40.5,265.5,NONEAAIABG,1
2026-01-21 00:00:00.000 +0530,Karnataka,Bengaluru,Frozen & Instant Food,Snacks,Nachos,,,Unbranded,unbranded,674ff8f222c435a2af2a4318,Long Note Book 200 Pgs Chandras SB,piece,6,40.85,0,245.1,0,245.1,ATFAAAIAAA,1
2026-01-22 00:00:00.000 +0530,Maharashtra,Mumbai,,,,,,Unbranded,Unbranded,66d8ae8827a35a4d1ab0e477,#_# Modak - Murukku,piece,156,21,0,3276,0,3276,NONEAAIAAK,1
2026-02-01 00:00:00.000 +0530,Uttar Pradesh,Noida,Housekeeping,Duster,,,,Unbranded,unbranded,63259272f806bcf6cf641920,Floor Duster (Pocha),piece,36,13.5,0.05,486,24.3,510.3,APBAAAIAAB,1
2026-01-20 00:00:00.000 +0530,Karnataka,Bangalore East,Packaging,Spray Bottle,,,,Unbranded,Unbranded,691f2e734f6bc5cf8c3afdf5,Monin Blue Curaco 700 ml,bottle,3,585,0.05,1755,87.75,1842.75,ASBAAAIAAA,1
2026-01-07 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Spices,,,,Unbranded,Unbranded,670e638b17a9a6098819dc94,Piri Piri Seasoning,kg,0.5,900,0,450,0,450,AFWAAAIAAA,1
2026-01-23 00:00:00.000 +0530,Maharashtra,Pune,Packaging,Bag,,,,Unbranded,unbranded,64256b23984c5126dfb58960,Carry Bag Paper 1Kg Printing,piece,3000,5.9,0.18,17700,3186,20886,AQYAAAIAAA,1
2026-01-19 00:00:00.000 +0530,Tamil Nadu,Chennai,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Aachi,Ovenfresh,6714375c18969b7f7d05e94f,AACHI KULAMBU MILAKAI STAFF,kg,6,330,0.05,1980,99,2079,CHUAAAIAAA,1
2026-03-30 00:00:00.000 +0530,Rajasthan,Jaipur,"Poultry, Meat & Seafood",Meat,Goat Meat,,,,Flanders Daily Products,64199484cd0a52206cec6573,Goat Cheese,kg,4,975,0.05,3900,195,4095,ASRAADEAAK,1
2026-02-05 00:00:00.000 +0530,Uttar Pradesh,Noida,Breads & Bakery,Hazelnut Kernels,,,,Unbranded,Unbranded,68a6f59adbb181886f1639df,Hazelnut Brownie Outer Sticker (CBTL),piece,50,4,0.18,200,36,236,CNTHAAIAAA,1
2026-02-17 00:00:00.000 +0530,Delhi,New Delhi,Packaging,Box,Wrap Box,,,Unbranded,Unbranded,5dde68e49dfef3bf6c7b31cb,TT RIBBAN J304 (110MM X 300MTR),piece,4,840,0.18,3360,604.8,3964.8,ARGAAAIAAA,1
2026-04-27 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,Pulse,Split Red Lentil (Red Masoor Dal),,,Milk Food,unbranded,6847ce11c86027d9d440a77c,Sweets Milk Barfi Red Velvet,kg,0.6,731.5,0.05,438.9,21.95,460.85,ALNAAAIAAB,1
2026-01-14 00:00:00.000 +0530,Tamil Nadu,Chennai,Dairy,Cream,Whipping Topping Cream,,,Gold Bite,unbranded,677e1a1ccd807f04bc115709,Rich Whipping Cream Gold,litre,0,36.72333333,0.18,0,0,0,BXIAAPCAAA,1
2026-04-02 00:00:00.000 +0530,Gujarat,Ahmedabad,Groceries,Spices,,,,Unbranded,Unbranded,60f96feccad4c8141acc1176,HALDI POWDER,kg,4,160,0,640,0,640,AHAAAAIAAA,1
2026-04-03 00:00:00.000 +0530,Goa,Panaji,"Poultry, Meat & Seafood",Chicken,,,,Maggi,unbranded,66c84ce6cda2b0403c3f0d93,Maggi Cubes Chicken,packet,10,173.88,0.05,1738.8,86.94,1825.74,ASIAAAIAAC,1
2026-03-01 00:00:00.000 +0530,Uttar Pradesh,Noida,Fresh Produce,Fruits & Vegetables,Vegetables,Mint,,Unbranded,unbranded,63259272f806bcf6cf6418ac,Cake Card 6,piece,100,12,0.18,1200,216,1416,CDQAAAIAAA,1
2026-02-16 00:00:00.000 +0530,Rajasthan,Jaipur,,,,,,Unbranded,Unbranded,617a973e43602d121f2cea98,Ker Sangri,kg,8,1100,0,8800,0,8800,NONEAAIAAI,1
2026-03-28 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Edamame Mushroom,,,,Unbranded,Unbranded,671b7f9812f88510c552cc8b,SAKURA DRIED SHITAKE MUSHROOM,kg,1,1500,0,1500,0,1500,CNVDAAIAAA,1
2026-03-11 00:00:00.000 +0530,Maharashtra,Mumbai,Prepared Food,Ready to Eat,Savory,,,Unbranded,Unbranded,67e7bc222363d9f5c9466e09,#_# Tomato Chutney Frozen - Murukku,packet,7,94.92,0,664.44,0,664.44,AECAAAIAAB,1
2026-03-06 00:00:00.000 +0530,Maharashtra,Mumbai,Housekeeping,Bottle Brush,,,,Unbranded,unbranded,6656fb9058d14900590182f2,#_# Tar Brush (Dosa Bhatti),piece,1,100,0.18,100,18,118,AONAAAIAAA,1
2026-01-31 00:00:00.000 +0530,Delhi,New Delhi,,,,,,Unbranded,Unbranded,6712592fe086ba86853fbf6b,RED CABBAGE,kg,1,60,0,60,0,60,NONEAAIAAM,1
2026-01-21 00:00:00.000 +0530,Punjab,Mohali,Fresh Produce,Fresh  Peach,,,,Unbranded,Unbranded,66f533d08d54d0892985ba85,Fresh Button Mushroom (200GM),packet,0,125,0,0,0,0,COMFAAIAAA,1
2026-01-29 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Soap Oil,,,,Unbranded,unbranded,63c0f66a746a4d9708a944c4,Salad Oil 500mL,bottle,12,83,0.05,996,49.8,1045.8,BYEAAAIAAA,1
2026-04-27 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Box,Momo Box,,,Unbranded,unbranded,6656fb8558d1490059014bec,#_# Sticker - Momo Kitchen 40mm - Prasuma,piece,200,0.47,0,94,0,94,ARCAAAIAAA,1
2026-03-14 00:00:00.000 +0530,Uttar Pradesh,Indirapuram,Ready to Eat,Ready to Eat Rice,Biryani Rice,,,Unbranded,Unbranded,61613d0b03cc550db82e7516,Biryani Rice(1121 XXXL),kg,120,115,0,13800,0,13800,AUBAAMQAAA,1
2026-02-03 00:00:00.000 +0530,Tamil Nadu,Chennai,Breads & Bakery,Premix,Cake Premix,Choco Lava Cake Mix,,English Oven,Ovenfresh,671406f6456ead813e20c223,LAVA CAKE LID,piece,2250,1.2,0.05,2700,135,2835,ABYAANIAAA,1
2026-01-11 00:00:00.000 +0530,Rajasthan,Jaipur,Groceries,Spices,Whole Spices,,,Unbranded,Unbranded,62ee748d1d6f481bde44f503,Jain Hing Powder ,piece,2,196.19,0.05,392.38,19.62,412,AGCAAAIAAA,1
2026-01-25 00:00:00.000 +0530,Delhi,Delhi,Fresh Produce,Fruits & Vegetables,Vegetables,Peeled Onion,,Unbranded,Unbranded,660fdf2f784db466c2f5b55e,Brown Onion Grinded,kg,25,280,0.05,7000,350,7350,CDAAAAIAAA,1
2026-01-19 00:00:00.000 +0530,Kerala,Kochi,Fresh Produce,Fruits & Vegetables,Vegetables,Peeled Onion,,Unbranded,unbrand,63cfa5e3d8bc5df67387a6cd,Onion Sambar,kg,1,65,0,65,0,65,CDAAAAIAAA,1
2026-01-13 00:00:00.000 +0530,Goa,Panaji,Others,,,,,Unbranded,unbranded,66c84ce9cda2b0403c3f1c4d,Pitambari Powder,packet,1,45,0,45,0,45,AHCAAAIAAA,1
2026-03-24 00:00:00.000 +0530,Maharashtra,Mumbai,,,,,,Unbranded,Unbranded,6806453884da9373b9e0ab41,#_# Sticker - Mango Protein Smoothie - The Whole Truth,piece,300,1,0,300,0,300,NONEAAIABF,1
2026-04-06 00:00:00.000 +0530,Gujarat,Vadodara,Packaging,Container,,,,,unbranded,6666fc94cc967db927b82d46,500 Ml Round Container With Lids (White),piece,500,3.8983,0.18,1949.15,350.85,2300,ARMAAFPAAD,1
2026-01-09 00:00:00.000 +0530,Uttar Pradesh,Noida,Breads & Bakery,Panini Bread,,,,Unbranded,Unbranded,67adc3dc222e29b8b1cd1c86,Panini Bread Outer Sticker (CBTL),piece,150,4,0.18,600,108,708,BLTAAMZAAA,1
2026-02-10 00:00:00.000 +0530,Haryana,Gurugram,"Poultry, Meat & Seafood",Chicken,,,,Unbranded,unbranded,67dab7a1b5156b62dae94478,Chicken Tikka filling-Snacc,packet,2,353,0.05,706,35.3,741.3,ASIAAAIAAC,1
2026-03-28 00:00:00.000 +0530,Karnataka,Bengaluru,Fruits & Vegetables,Vegetables,Leafy Greens,,,Unbranded,unbrand,63cfa3ecf7364dfe474203c3,Chineese Cabbage,kg,3,140,0,420,0,420,CBZAAAIAAB,1
2026-01-30 00:00:00.000 +0530,Delhi,Delhi,Packaging,Spray Bottle,,,,Unbranded,Unbranded,66bf18cc888b89ca85c6b478,Spray Bottle with Trigger (750 ML),piece,20,60,0.18,1200,216,1416,ASBAAAIAAA,1
2026-04-14 00:00:00.000 +0530,Delhi,New Delhi,,,,,,Orange,GAW,66810c78a1698805fb453525,Frozen orange,kg,0,350,0.12,0,0,0,NONEAAIAAI,1
2026-01-13 00:00:00.000 +0530,Karnataka,Bengaluru,Groceries,Rice & Grains,Rice,Rice Flour,,How How Rice,unbranded,69241292f4f27ce035804a21,Rice flour Vijay 1KG-SNACC,piece,30,50,0.05,1500,75,1575,AEXAAAIAAA,1
2026-01-17 00:00:00.000 +0530,Uttar Pradesh,Noida,Fresh Produce,Edamame Mushroom,,,,Unbranded,unbranded,63259272f806bcf6cf641934,Designer Dummy,piece,78,178.8462,0.18,13950,2511,16461,CNVDAAIAAA,1
2026-03-15 00:00:00.000 +0530,Haryana,Gurugram,Breads & Bakery,Hazelnut Kernels,,,,Unbranded,unbranded,65e59781f5d13a8be281261c,MONIN HAZELNUT SYRUP 1LTR,bottle,2,670,0.05,1340,67,1407,CNTHAAIAAA,1
2026-03-08 00:00:00.000 +0530,Karnataka,Bengaluru,Ready to Eat,Beans Carrot Poriyal,,,,Unbranded,unbranded,67da7266cddd998ff5cc6a54,Carrot Beans Poriyal(ME)-A-BAN,packet,210,59.29,0.05,12450.9,622.55,13073.45,ATTAAMQAAA,1
2026-01-10 00:00:00.000 +0530,Delhi,New Delhi,Fresh Produce,Fruits & Vegetables,Vegetables,Fruiting Vegetables,Bottle Gourd,Unbranded,unbranded,67eac355ac1e3a86c4b9a673,Corona Lager Beer 330 ml,bottle,144,48.87,0,7037.28,0,7037.28,CASAAAIAAA,1
2026-02-07 00:00:00.000 +0530,Tamil Nadu,Chennai,Beverages,Non-Alcoholic Beverages,Hot Beverages,,,Campa Lemon,unbrand,63cfa3ecf7364dfe4742038b,Twinning Lemon Tea,packet,1,285.71,0.05,285.71,14.29,300,CCMAAAIAAA,1
2026-04-14 00:00:00.000 +0530,Maharashtra,Mumbai,Dairy,Indian Cottage Cheese (Paneer),,,,Mother Dairy,Unbranded,6769346f9b91cf433d7fd15f,#_# Misti Doi 100gm - Parsi Dairy Farm,piece,2,1,0,2,0,2,ACTAAAIAAF,1
2026-01-26 00:00:00.000 +0530,Tamil Nadu,Chennai,Beverages,Coffee,Coffee Powder,,,Blue Tea,unbranded,65c0d0b27e75e86fb4445617,Thai Tea Mix 400g packet Chatramue,packet,1,550,0.05,550,27.5,577.5,AAEAAAIAAA,1
2026-04-18 00:00:00.000 +0530,Tamil Nadu,Chennai,Fresh Produce,Fruits & Vegetables,Vegetables,Olive,,Olive,unbranded,63c0f66a746a4d9708a944d8,Habit Olives Green Pitted 3Kg,tin,2,644.07,0.12,1288.14,154.58,1442.72,ADWAABSAAD,1
2026-04-20 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Container,,,,Unbranded,Unbranded,64bb6ecb48f52e1b1e2ade37,100 ML PAPER  Container,piece,3000,0.8,0.18,2400,432,2832,ARMAAAIAAB,1
