title,label,brandname,confidence,verdict,phase,status,reasoning_s1,reasoning_s2,p_agree_s1,p_agree_s2,flags
"Newtrition - Lemon Ginger, 500 ML",Branded,Newtrition,0.0,D,2,review,"The title follows the pattern 'Brand - Product Description, Size'. 'Newtrition' occupies the leading seller/brand slot before the dash, indicating it is a brand or seller name. It is a coined spelling variant of 'nutrition' (replacing 'nu' with 'new'), which is a common D2C/health-brand naming convention. The product is a 500 ML lemon ginger beverage/drink. 'Newtrition' is not a generic English or vernacular word for any food or product category — it has no standalone meaning in any Indian language. While I cannot recall a specific verified corporate owner, the token is unrecognized as a generic word and occupies the brand-name structural slot. Morphology-based inference supports brandedness, but the primary basis is the structural slot: the leading position before the dash in a 'Brand - Product' title pattern is a strong indicator of a brand or seller name in this catalog.","Structure: the token 'Newtrition' appears before a hyphen, followed by 'Lemon Ginger, 500 ML', which are flavor and pack-size descriptors; flavors and sizes are not brand names. Units: '500 ML' is a metric volume (milliliters), confirming the post-hyphen segment is product specification, not a seller. Lexical check: 'Lemon' and 'Ginger' are common flavor/ingredient words; not brands here. The only candidate name in the title is 'Newtrition'. 'Newtrition' is an unrecognized token (no recalled corporate owner) and is not a generic commodity or vernacular product word; it resembles a coined variant of 'nutrition' (morphology-based inference, not recalled knowledge). Per definition, even a small/local seller name in the brand/seller slot counts as branded; thus 'Newtrition' functions as the brand/seller.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Rasila Rajma - Outsource,Branded,Outsource,0.0,D,2,review,"The title follows the 'product - seller' pattern common in this catalog. 'Rasila Rajma' is the product description: 'Rajma' is a well-known Hindi/Punjabi word for kidney beans (a staple legume), and 'Rasila' is a Hindi adjective meaning juicy/saucy, together describing a prepared or seasoned rajma product. 'Outsource' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Outsource' is an unrecognized token as a food brand — I cannot recall a verified brand history for it — but structurally it sits in the seller/brand slot, making this title Branded. Morphology-based inference, not recalled knowledge, supports treating 'Outsource' as a seller name rather than a product descriptor, since 'outsource' has no meaning as a food or product attribute.","The head phrase “Rasila Rajma” is a generic Hindi product description: “Rajma” is the Hindi/Punjabi term for kidney beans and a common bean curry, and “Rasila” is a standard Hindi adjective meaning juicy/saucy. That makes the left side a commodity/dish, not a maker. The trailing hyphenated suffix “- Outsource” occupies the seller/brand slot (titles of the form “product – X” count as branded by the seller). “Outsource” has no culinary meaning in English and is not needed to describe rajma; it functions as a name. I do not recall a verified food brand history for “Outsource” (unrecognized token), so treating it as the seller name is morphology-based inference, not recalled knowledge—but in this catalog, a seller in the trailing slot qualifies as Branded.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
SDU Deva Chardonnay White wine 750ml,Branded,Deva (SDU / Sula Deccan Uco or similar — unrecognized producer),0.5,,2,review,"The title contains two candidate brand signals: 'SDU' and 'Deva'. 'SDU' appears to be an initialised producer/importer code; 'Deva' is the label/brand name on the wine. 'Chardonnay' is a grape variety (unbranded descriptor). 'White wine 750ml' is a generic product-format descriptor. Wine products are always sold under a producer or label brand; 'Deva' functions as the wine label name here. 'SDU' is an unrecognized token — possibly a winery abbreviation or distributor code — but its presence alongside 'Deva' reinforces the branded reading. I cannot recall a verified owner for 'Deva' wine or expand 'SDU' with certainty, so the precise ownership is flagged as unrecognized token, but the product is clearly Branded under the 'Deva' label.",,0.0,,likely_wrong;stage2_error
Millet Dosa Batter - ME,Branded,ME,0.0,D,2,review,"The title follows the 'product - seller' pattern common in this catalog. 'Millet Dosa Batter' is the product description — millet is a grain, dosa is a South Indian crepe (Tamil/Kannada vernacular word), and batter is the English word for the liquid mixture; all three are generic commodity/product words. 'ME' appears in the trailing '- X' suffix slot, which in this catalog structure identifies the seller or brand. 'ME' is not a generic food or vernacular word; it occupies the seller/brand slot. It is likely a D2C or small seller brand name (unrecognized token as a specific registered entity, but structurally it functions as a brand identifier in this slot). Morphology-based inference applies for the specific brand identity, but the structural slot assignment is fact-based.","Millet, dosa, and batter are generic/product words: millet is a grain; dosa is a South Indian crepe; batter is a generic mixture—none are brand identifiers. The title ends with a hyphen-suffixed token “- ME”, a structural slot in this catalog that denotes the seller/brand; by definition here, a seller name in the trailing “product - X” slot counts as branded. “ME” is an unrecognized token (no recalled owner/brand history), but it occupies that seller/brand slot. It is not a standard grocery unit/pack marker (common ones are g, kg, ml, L, pcs), nor an internal code with numerics. Therefore the product is branded with seller/brand “ME.”",0.0,0.0,likely_wrong;likely_wrong_s2
Maida Kesari Brand 50kgs,Branded,Kesari,0.0003,D,2,review,"The title contains 'Kesari Brand' as an explicit brand identifier. 'Maida' is a well-known Hindi/Urdu word for refined wheat flour — a generic commodity term, not a brand. 'Kesari' here is used in the brand-name slot, directly followed by the word 'Brand', confirming it is the manufacturer/seller identifier for this 50kg bag of maida. 'Kesari' is a recognized flour and food brand name used by multiple regional millers in India (e.g., Kesari Flour Mills). The word 'Kesari' also means 'saffron' or 'lion' in several Indian languages, but its placement immediately before 'Brand' in this title unambiguously assigns it the structural role of a brand name, not a product descriptor. '50kgs' is a pack-size indicator. Therefore, this product is Branded.","Tokens parsed: 'Maida' (generic Indian term for refined wheat flour), 'Kesari Brand', '50kgs' (pack size). The literal word 'Brand' immediately following 'Kesari' marks a brand slot in the title, making 'Kesari' the named brand/seller; this is a structural cue, not morphology-based inference. 'Kesari' is also a common vernacular word (means saffron/lion), but here it is not the product term—'Maida' is. No internal codes or generic-only phrasing. Owner/manufacturer not recalled; classification relies on the explicit 'X Brand' structure.",0.0067,0.0003,likely_wrong;likely_wrong_s2;morphology_guard
#_# Caramelo Banditos Dough - Cookie Cartel,Branded,Cookie Cartel,0.0,D,2,review,"The title follows the 'product - seller' pattern where 'Cookie Cartel' occupies the trailing seller/brand slot after the dash. 'Caramelo Banditos Dough' describes the product (caramel-flavored cookie dough with a playful Spanish-themed name). 'Cookie Cartel' is a D2C/artisan cookie brand — unrecognized token in my knowledge base as a large established brand, but the structural slot it occupies (post-dash suffix) is the seller/brand identifier slot per catalog conventions. Additionally, 'Cookie Cartel' is a coined two-word proper noun functioning as a brand name (a bakery/food business named 'Cookie Cartel'), not a generic food or vernacular word. Morphology-based inference supports this: 'Cartel' combined with 'Cookie' forms a distinctive trade name, not a commodity descriptor. The product 'Caramelo Banditos Dough' is the SKU, and 'Cookie Cartel' is the brand/seller. Classified as Branded with brand name Cookie Cartel.","The title follows the catalog’s product–seller pattern: '<product> - <X>', where the trailing 'Cookie Cartel' occupies the seller/brand slot. A seller name in this post-dash position counts as a brand per the definition. 'Cookie Cartel' functions as a proper noun; it is not a commodity descriptor (morphology-based inference, not recalled knowledge of a corporate owner; owner unrecognized). The leading tokens describe the SKU: 'Caramelo' is Spanish for 'caramel' (flavor), 'Banditos' is a stylized name, and 'Dough' is the product type—none of these identify a maker. Therefore the presence of 'Cookie Cartel' in the brand/seller slot makes this Branded.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
TOP COVER OF BOX 750 ML SALADSPOINT,Branded,SALADSPOINT,0.5,,2,review,"The title follows the pattern 'product description - seller/brand name' where SALADSPOINT occupies the trailing identifier slot. 'TOP COVER OF BOX 750 ML' is a pure packaging/product description (a lid for a 750ml box). 'SALADSPOINT' is not a generic English, Hindi, or other vernacular word for any food or household item; it is a coined compound name (SALADS + POINT) that functions as a brand or seller identifier. While I cannot recall a verified corporate history for SALADSPOINT, it is structurally and semantically functioning as a brand/seller name in this title — it identifies the specific maker or seller of this packaging SKU. Morphology-based inference supports this, but the primary basis is the structural slot it occupies (trailing identifier after a complete product description) and the fact that it has no known generic meaning in any relevant language.",,0.0,,likely_wrong;stage2_error
#_# Jar - Death By Chocolate - Getaway,Branded,Getaway,0.0,D,2,review,"The title follows the pattern 'Product - Variant - Seller/Brand', where 'Getaway' occupies the trailing suffix slot typically used for a seller or brand name in this catalog. 'Death By Chocolate' is a well-known dessert/flavor name (not a brand in itself). 'Jar' is the packaging format. 'Getaway' is an unrecognized token as a mainstream FMCG brand, but its position in the trailing slot of a 'Product - Variant - Seller' structure is consistent with a seller or D2C brand name. Morphology-based inference, not recalled knowledge, supports it being a brand/seller identifier rather than a product descriptor, as 'Getaway' has no known meaning as a food, packaging, or commodity term. It is not a vernacular food word. Therefore the product is classified as Branded with 'Getaway' as the brand/seller name.","The title is hyphen-separated into product/variant/suffix: 'Jar' (packaging/container, not a brand), 'Death By Chocolate' (a widely used generic dessert/flavor name across cakes and ice creams, not a unique manufacturer identifier), and the trailing token 'Getaway'. In this catalog, the final '- X' slot commonly denotes the seller or brand; a seller name in that slot counts as branded per the task definition. 'Getaway' is an English word meaning escape (not a commodity or packaging term) and functions here as the seller/brand identifier. I do not recall a mainstream FMCG brand named 'Getaway' (unrecognized token), but smaller/local sellers qualify as brands. Hence Branded with brand 'Getaway'. Morphology-based inference applies only to treating the trailing proper-noun token as a seller/brand; no claim of famous brand ownership is made.",0.0,0.0,likely_wrong;likely_wrong_s2
#_# Motichur Laddu 500gms - Dadus,Branded,Dadus,0.0,D,2,review,"The title follows the 'product - seller' pattern. 'Motichur Laddu' is a well-known Indian sweet (small boondi-based laddu), a generic product descriptor. 'Dadus' occupies the trailing '- X' suffix slot, which per catalog rules identifies the seller/maker. 'Dadus' is a recognizable sweet shop / confectionery brand name (notably 'Dadu's' is a known mithai brand in India, e.g., Dadu's in Jaipur/Delhi). The product itself is unbranded commodity, but the seller name 'Dadus' in the suffix slot makes the SKU branded.","The title follows the product - seller pattern: 'Motichur Laddu 500gms - Dadus'. 'Motichur Laddu' is a generic Indian sweet (laddu = ball-shaped sweet; motichur = tiny boondi/gram-flour pearls), not a brand. '500gms' is a net weight. The leading '#_#' is an internal/catalog marker, not a brand. The trailing '- Dadus' occupies the seller/maker slot; per catalog rules, a seller name in this suffix position makes the item branded even if the seller is small or not widely recognized. 'Dadus' is therefore the extracted brand/seller; token itself is unrecognized token beyond its positional role.",0.0086,0.0,likely_wrong;likely_wrong_s2
110 Ml Tea paper cup-Snacc,Branded,Snacc,0.0,D,2,review,"The title follows the pattern 'product description - SellerName', where '110 Ml Tea paper cup' is the product descriptor and 'Snacc' occupies the trailing seller/brand slot after the hyphen. 'Snacc' is not a generic English or vernacular word for any food or household item; it is a coined spelling variant (double-c) that functions as a brand identifier. Per catalog rules, a seller name in the trailing '- X' slot counts as branded. 'Snacc' is an unrecognized token as a major national brand, but morphology-based inference, not recalled knowledge, supports it being a small/D2C brand name rather than a common word. The structural slot it occupies (post-hyphen suffix) is the decisive factor for classifying this as Branded.","The title cleanly splits into a generic product descriptor and a trailing hyphen-suffix: '110 Ml Tea paper cup' (capacity 110 ml; disposable tea paper cups are a generic commodity) followed by '-Snacc'. In marketplace/catalog titles, a post-hyphen suffix is commonly used to append the seller/brand field; per the stated definition, a seller name in the trailing 'product - X' slot counts as branded. 'Snacc' is an unrecognized token as a generic material, unit, size, or common noun for cups/tea in English or Indian vernacular, and it does not function as a product attribute; its placement after the hyphen indicates a seller/brand identifier rather than part of the commodity description. Therefore the listing is Branded with brand/seller name 'Snacc'.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
2 Cp-Snacc,Branded,Snacc,0.0,D,2,review,"The title '2 Cp-Snacc' appears to be an internal SKU or packaging descriptor. '2 Cp' likely refers to '2 Cup' — a packaging size/format code commonly used in food-service catalogs. 'Snacc' is a phonetic variant spelling of 'snack', a generic food category word, not a recalled brand name. There is no recognized brand named 'Snacc' or 'Cp-Snacc' in my knowledge. The overall structure matches an internal code or product-size descriptor rather than a branded product title. Morphology-based inference, not recalled knowledge: the double-c spelling could suggest a stylized brand name, but this alone is insufficient evidence — no factual brand ownership or registration can be cited. Classified as Unbranded.","The title parses as '2 CP' - 'Snacc'. '2 CP' is a widely used packaging/format code in Indian food-service meaning two-compartment (e.g., 2-compartment meal trays), not a brand. The token after a hyphen here functions as the trailing seller slot ('product - Seller'), which this catalog treats as branded. 'Snacc' occupies that seller slot; even though 'snacc' is a stylized spelling of the generic word 'snack', when used as the seller identifier it denotes a specific seller, which counts as branded per the rules. 'Snacc' is an unrecognized token to me (no recalled national brand owner), but the structural placement as the hyphen-suffix seller name is the key evidence.",0.3775,0.0,likely_wrong_s2
GK - Infinite Food - Strawberry Smoothie Premix Powder (58 G x 15 sachet),Unbranded,NA,0.6792,A,2,review,"The title follows the pattern 'GK - <seller/brand> - <product description>'. 'Infinite Food' occupies the brand/seller slot between the two dashes. 'GK' appears to be an internal catalog prefix or seller code. 'Infinite Food' is a named entity in the seller/brand position — it is not a generic food word or vernacular term. 'Strawberry Smoothie Premix Powder' is the product description. '58 G x 15 sachet' is the pack size. The structural slot analysis confirms 'Infinite Food' is the brand or seller name. Unrecognized token as a nationally famous brand, but the positional evidence identifies it as a specific maker or seller name, not a generic descriptor.","No confirmed maker/brand is identified. The only candidate name, 'Infinite Food', is an unrecognized token (no recalled owner or brand line). Both words are ordinary English terms, not a verifiable FMCG brand in this context. 'Strawberry Smoothie Premix Powder' is a generic product description, and '(58 G x 15 sachet)' is pack size/units. 'GK' appears to be a short code or catalog prefix (morphology-based inference, not recalled knowledge). With no checkable brand/manufacturer present, this is classified as UNBRANDED.",0.011,0.6792,likely_wrong
Hungritos Permium without Skin On Fries 9Mm,Branded,Hungritos,0.5,,2,review,"The token 'Hungritos' occupies the head/brand position at the start of the title, preceding a product descriptor ('Premium without Skin On Fries 9Mm'). 'Hungritos' is a coined, non-dictionary word in English or any major Indian vernacular language — it does not correspond to a common food term, household word, or generic descriptor in Hindi, Tamil, Telugu, Marathi, or other Indian languages. It is a branded frozen/food-service product line for potato fries. The word structure (portmanteau of 'hungry' + '-itos', a diminutive suffix common in brand naming) is consistent with a branded product identity. Note: while this is partially morphology-based inference regarding the specific company ownership, the key fact is that 'Hungritos' is not a vernacular or generic word in any recognized Indian language, and it functions as the product brand identifier in this title. Unrecognized token in terms of precise parent company, but clearly a brand name by function and linguistic structure.",,0.0,,likely_wrong;morphology_guard;stage2_error
RTE-Seths - Chinese Ready Schezwan Sauce (Frozen) 1 Kg,Branded,Seths,0.5,,2,review,"The title follows the catalog pattern 'Product - SellerName', where 'Seths' occupies the seller/brand suffix slot after the hyphen. 'RTE' is a category code meaning Ready-To-Eat. 'Seths' is a proper noun (derived from 'Seth', a common Indian merchant/family surname) used here as a brand/seller identifier, not as a generic food or product descriptor. The remainder of the title — 'Chinese Ready Schezwan Sauce (Frozen) 1 Kg' — is a pure product description. Therefore the product is branded under the seller name 'Seths'. No larger FMCG parent company is recalled; this appears to be a small/local seller brand. Morphology-based inference is not the basis here — the structural slot (post-hyphen name) is the determining factor.",,0.2227,,stage2_error
Air Freshener Godrej,Branded,Godrej (Godrej Consumer Products Limited),1.0,A,2,review,"Godrej is a well-known Indian conglomerate. Godrej Consumer Products Ltd. (GCPL), a publicly listed company, manufactures and markets home care and personal care products under the Godrej brand, including air fresheners (e.g., Godrej aer). The token 'Godrej' appears as a trailing identifier in the title, occupying the seller/brand slot after the product descriptor 'Air Freshener'. This is a verifiable, recalled brand name — not a morphology-based inference.","The token 'Godrej' is a proper-noun brand of the Indian Godrej Group; its consumer arm, Godrej Consumer Products Limited (GCPL), markets air fresheners in India under the Godrej brand (e.g., the 'Godrej aer' line of room and car air fresheners). In the title, 'Godrej' appears as a trailing identifier after the generic product descriptor 'Air Freshener', which in this catalog style denotes the brand/seller slot. This is a recognized brand name, not a morphology-based inference or a vernacular commodity term.",1.0,1.0,morphology_guard
7 inch Plate Chuk,Branded,CHUK (Yash Pakka Ltd.),1.0,A,2,review,"'7 inch' is a size descriptor. 'Plate' is the product category. 'Chuk' is an unrecognized token — it does not correspond to any recalled brand name in the disposable/paper plate or food-service space. It most likely refers to 'Chuck' or is a phonetic variant of a material/type descriptor (possibly short for 'chukka' or a catalog code), but no brand identity can be confirmed. No verifiable brand name is present in the title. Treating as unbranded commodity SKU.","""7 inch"" is a size descriptor and ""Plate"" is the product category. ""Chuk"" matches CHUK, an Indian compostable tableware brand owned by Yash Pakka Limited (formerly Yash Papers). CHUK makes sugarcane-bagasse plates and bowls, including 7-inch plates, and markets them under the CHUK brand (e.g., on chuk.in and Indian e‑commerce listings). The token appears in the trailing brand slot (…Plate Chuk), which identifies the maker/brand. This is a recalled brand, not morphology-based inference.",0.7311,1.0,morphology_guard
Sandburgs Truffle Barbeque sauce (500 gram),Branded,Sandburgs,0.0,D,2,review,"The title begins with 'Sandburgs', which occupies the maker/brand slot before the product descriptor 'Truffle Barbeque sauce'. 'Sandburgs' is not a generic English, Hindi, or other vernacular food word; it is a proper noun functioning as a brand identifier. While I do not have detailed recalled knowledge of Sandburgs as a widely documented brand, it is clearly a coined proper name (morphology-based inference supported by structural position) used to identify a specific maker or seller of this sauce. The product descriptor 'Truffle Barbeque sauce (500 gram)' is the commodity description, and 'Sandburgs' is the brand prefix. No vernacular food word interpretation applies here.","Structural position: the title begins with a capitalized proper noun 'Sandburgs' followed by commodity descriptors 'Truffle Barbeque sauce' and a pack size '(500 gram)'. In catalog product titling, a leading proper-noun token before generic product words functions as the maker/brand slot. Commodity terms: 'Barbeque sauce' is a generic condiment category; 'truffle' is a generic flavor/ingredient descriptor; '(500 gram)' is a pack size — none are brands. Token check: 'Sandburgs' is an unrecognized token as a food/ingredient or vernacular commodity word in English/Hindi; it patterns as a seller/brand name. No specific ownership recall for 'Sandburgs'; conclusion is based on structural placement and catalog conventions (morphology-based inference, not recalled knowledge). Under the catalog’s definition, a seller or small/local maker name still makes the item branded.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,Branded,Sassy Teaspoon,0.0,D,2,review,"The title follows the 'product - seller' pattern where 'Sassy Teaspoon' occupies the trailing seller/brand slot after the hyphen. 'Pink Dome Box 1/2 Kg' is a pure product/packaging descriptor (shape: dome, color: pink, weight: 1/2 kg). 'Sassy Teaspoon' is a coined compound name — 'sassy' is an English adjective and 'teaspoon' is a kitchen utensil noun — used together as a brand/seller identity, likely a bakery or confectionery D2C/small seller. This is morphology-based inference for the specific business identity, but the structural slot (trailing '- X' position) independently confirms it as a seller/brand name regardless of whether the business is widely known. No vernacular or generic food meaning attaches to 'Sassy Teaspoon' as a compound.","The title is structured as '<product details> - <X>' with 'Sassy Teaspoon' appearing after the hyphen in the trailing slot commonly used for seller/brand names in marketplace titles. The leading segment 'Pink Dome Box 1/2 Kg' is purely descriptive (color: pink; shape: dome; item: box; capacity: 1/2 kg) and contains no maker identifier. The prefix '#_#' reads as an internal/catalog tag, not a brand. 'Sassy' (English adjective) and 'teaspoon' (English common noun for a small spoon/measure) together form a proper-noun-like seller/brand phrase rather than a commodity term; this is morphology-based inference, not recalled knowledge of a specific company. No other inline brand tokens are present. As a seller name in the trailing '- X' slot, it counts as branded.",0.5,0.0,morphology_guard;likely_wrong_s2
QT Rail,Unbranded,NA,0.1192,D,2,review,"The title 'QT Rail' does not correspond to any recalled brand in the Indian B2B grocery/food-service catalog context. 'Rail' is a generic structural/hardware descriptor (a rail or rack component). 'QT' is likely an internal size/quantity code (possibly short for 'quarter' or a SKU prefix). No seller suffix is present. No recalled brand named 'QT Rail' exists in the food-service or grocery space. This appears to be an internal product code or generic descriptor for a rail/rack accessory. Unrecognized token 'QT' — morphology-based inference, not recalled knowledge, that it is a size/code abbreviation rather than a brand name.","Structure gives no maker/seller token or trailing ""- Seller"" suffix; it is just two words. ""Rail"" is a common noun for a bar/track used in shelving or equipment (generic hardware term, not a maker). No inline recognized FMCG/food-service brand appears (e.g., not Rail Neer by IRCTC). ""QT"" is an unrecognized token; morphology-based inference, not recalled knowledge, suggests it is a code/series or size abbreviation rather than a brand. With no identifiable manufacturer/brand owner present, this is a generic/commodity descriptor.",0.0293,0.1192,likely_wrong;likely_wrong_s2
#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,Branded,Meemees,0.0001,D,2,review,"The title follows the 'product - Seller/Brand' pattern where 'Meemees' occupies the trailing seller/brand suffix slot after the hyphen. 'Cookies and Cream Ice-cream Tub (100ml)' is the product description, and 'Meemees' is the brand or seller name identifying the maker. 'Meemees' is not a known English, Hindi, or other Indian vernacular word for any food or commodity item — it functions as a proper brand/seller name. While I cannot recall a verified corporate history for Meemees (unrecognized token in terms of ownership details), the structural slot it occupies (post-hyphen identifier) and the fact that it is not a generic or vernacular product word confirms it is a brand/seller name. Morphology-based inference also supports this: the reduplicated form 'Meemees' is a coined proper name pattern common in D2C/small food brands, but the primary basis is structural slot analysis, not morphology alone.","The title is in the product–hyphen–X pattern: 'Cookies and Cream Ice-cream Tub (100ml)' is a generic product/flavor/size description, followed by ' - Meemees'. Per the catalog rule, a seller name in this trailing '- X' slot counts as branded. 'Cookies and Cream' is a common flavor and 'Ice-cream Tub (100ml)' is a generic unit, not a brand. '#_#' appears to be a non-brand prefix tag (unrecognized token). 'Meemees' is the only proper-name candidate and occupies the post-hyphen seller/brand slot; ownership details are unknown (unrecognized token), but its position makes the item branded.",0.0,0.0001,likely_wrong;likely_wrong_s2
"RTE-Seths - Chinese Ready Schezwan Sauce (Frozen), 1 Kg BB0009",Branded,Seths,0.0,D,2,review,"The title follows the pattern 'RTE-[SellerName] - [Product Description]'. 'Seths' occupies the seller/brand name slot between the category prefix 'RTE-' and the product description 'Chinese Ready Schezwan Sauce (Frozen), 1 Kg'. 'RTE' is a common catalog abbreviation for 'Ready To Eat'. 'BB0009' is an internal SKU code. 'Seths' is a recognizable Indian surname/business name (from 'Seth', a common Indian merchant-class surname) used here as a brand/seller identifier. The structural slot it occupies — between the category tag and the product description — is consistent with a seller or brand name label in this catalog's naming convention. I do not have independent recalled knowledge of a nationally known brand called 'Seths' in the frozen food space; however, the structural evidence is strong that it functions as a brand/seller name here, not as a product descriptor. 'Schezwan Sauce' and 'Chinese Ready' are generic product descriptors. 'Frozen' is a preparation/storage descriptor. '1 Kg' is a weight unit. None of these are brand indicators.","Title structure places a proper name between a category tag and the product description: 'RTE-Seths - Chinese Ready Schezwan Sauce (Frozen), 1 Kg'. 'RTE' is a common industry/catalog abbreviation for Ready-To-Eat/Ready-To-Cook, not a brand. Everything after the hyphen ('Chinese Ready Schezwan Sauce (Frozen), 1 Kg') is generic product/format text. 'BB0009' is an internal alphanumeric SKU/code, not a brand. 'Seths' is a proper name (derived from the Indian surname/title 'Seth'), not a commodity term or food word, and it occupies the pre-product label slot that catalogs use for a seller/brand identifier. I do not have recalled knowledge of a national brand owner for 'Seths'; classification as the brand/seller here is a morphology-based inference, not recalled knowledge, supported by the structural position of the token and the generic nature of the rest of the title.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
#_# Square Butter Paper - Le Four,Branded,Le Four,0.0,D,2,review,"The title follows the 'Product - Seller/Brand' pattern common in this catalog. 'Square Butter Paper' is the product description (a commodity baking/food-service item). 'Le Four' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Le Four' is a French phrase meaning 'The Oven', commonly used as a bakery or food-service brand name. It is not a generic food or household word in any Indian vernacular language. While I cannot independently verify the exact company registration details, the structural slot placement and the non-generic, coined brand-style name (French culinary reference used as a business identity) strongly indicate this is a branded seller name. Morphology-based inference partially applies here — the French culinary naming convention is consistent with bakery/food-service branding — but the primary evidence is the structural '- X' slot placement, which in this catalog reliably marks a seller or brand name.","'#_#' is an unrecognized token (likely a catalog artifact), not a brand. 'Square Butter Paper' is a generic commodity descriptor (greaseproof/wax paper sheets) used in food-service; no maker named. The trailing hyphenated suffix ' - Le Four' places 'Le Four' in the seller/brand slot. Per the task definition, a seller name in a trailing 'product - X' slot counts as branded. 'Le Four' is French for 'the oven' (checkable linguistic fact) and is not a common Indian vernacular product word; it does not denote size/grade/packaging. I do not recall a specific company registry for 'Le Four'; branding decision is based on the structural slot, with any brand-name feel being morphology-based inference, not recalled knowledge.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Kiley Soda 250 ML - SNACC,Branded,SNACC,0.0007,D,2,review,"The title contains two candidate brand signals. First, 'Kiley Soda' in the head position: 'Kiley' is not a standard English or common Indian vernacular word for any product or ingredient; it functions as a coined product/brand name for a soda. Unrecognized token as a standalone word — morphology-based inference, not recalled knowledge — but its position as a modifier to 'Soda' (the generic product word) strongly suggests it is a brand name distinguishing this soda from generic soda. Second, 'SNACC' appears in the trailing '- X' suffix slot, which in this catalog's structure typically identifies the seller. 'SNACC' is a stylized spelling (double-C) of 'snack', commonly used as a D2C/small-seller brand name in Indian food-service catalogs — morphology-based inference, not recalled knowledge. Either token (Kiley as product brand, or SNACC as seller brand) is sufficient to classify this as Branded. The primary product brand is taken as 'Kiley Soda' since it directly names the product; SNACC is the seller. The product is branded under 'Kiley Soda' sold by SNACC.","The title uses the catalog pattern 'product … - X', where the trailing '- X' token is the seller identifier; a seller name in that slot counts as branded per the stated rules. Here, '- SNACC' occupies that seller slot. 'Soda' is a generic product word and '250 ML' is a pack size. 'Kiley' is an unrecognized token; it could be a misspelling of Kinley (a Coca-Cola brand for water/club soda) but the spelling differs, so we do not assert it as a brand (morphology-based inference, not recalled knowledge). Regardless, the presence of the seller name SNACC suffices to classify this as Branded; extracted brand: SNACC.",0.0,0.0007,likely_wrong;morphology_guard;likely_wrong_s2
Chicken Tikka filling-Snacc,Branded,Snacc,0.0,D,2,review,"The title follows the 'product - seller' pattern: 'Chicken Tikka filling' is the product description (a spiced chicken preparation used as a filling), and 'Snacc' occupies the trailing suffix slot after the hyphen, identifying the seller/maker. 'Snacc' is not a standard English, Hindi, or other Indian vernacular word for any food item or commodity — it is a stylized spelling of 'snack' used as a brand/seller identity. This is a common D2C/small-seller naming convention in Indian B2B catalogs. Morphology-based inference is involved in confirming it as a brand name rather than a generic descriptor, but its structural position in the 'product - X' slot is the primary evidence for branding. No generic commodity meaning is known for 'Snacc' as a standalone word in any Indian language.","The title splits into a generic product description and a trailing suffix: 'Chicken Tikka filling' is the product (Chicken Tikka is a well-known Indian dish; 'filling' is a generic preparation used in wraps/sandwiches/bakery), and 'Snacc' appears after a hyphen as a standalone token. In Indian B2B catalog titles, a standalone token after a hyphen commonly denotes the seller/maker name rather than a product attribute. 'Snacc' is capitalized and is not a known generic ingredient, unit, or commodity word in English or common Indian vernaculars; the double‑c form is internet slang for 'snack' and not used as a commodity descriptor. Therefore, the hyphen-suffix 'Snacc' functions as the seller/brand identifier. I do not recall a specific registered brand record for 'Snacc' (unrecognized token); the branding call relies on its structural position and naming pattern—morphology-based inference, not recalled knowledge.",0.0015,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Thai Tea Mix 400g packet Chatramue,Branded,"ChaTraMue (The Number One Brand Tea Co., Ltd.)",1.0,A,2,review,"Chatramue (also spelled Cha Tra Mue or Number One Brand) is a well-known Thai tea brand founded in 1945 in Bangkok, Thailand, by a Chinese-Thai family. It is the most recognized commercial Thai tea mix brand, widely exported across Asia and internationally. The token 'Chatramue' appears in the trailing position of the title, functioning as the manufacturer/brand identifier. 'Thai Tea Mix' is the product description, '400g packet' is the packaging specification, and 'Chatramue' is the brand name. This is a recalled fact, not morphology-based inference.","The token 'Chatramue' in trailing position functions as the brand/manufacturer slot in this catalog’s titles. ChaTraMue is the romanized brand name used by the Thai tea company behind the well-known 'Number One Brand' Thai tea (the English packaging commonly reads 'Thai Tea Mix (Number One Brand) ChaTraMue'). The manufacturer is The Number One Brand Tea Co., Ltd. of Thailand. This brand specifically sells 'Thai Tea Mix' in 400 g packs, matching the SKU in the title. These are recalled brand facts, not morphology-based inference.",1.0,1.0,morphology_guard
