title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
Full Box / Big Box,Unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title contains only the terms 'Full Box' and 'Big Box,' both of which are purely descriptive phrases referring to the size or completeness of a container or package. Neither term identifies a real manufacturer or company — 'Full' and 'Big' are size/quantity descriptors, and 'Box' simply describes the product type. There is no word in the title that can be recognized as a maker's name or brand.",
Star Papad,Unbranded,branded,0.7827,unbranded,1.0,0.2173,True,Yes,"The two candidate brand signals are 'Star' and 'Papad.' 'Papad' is a well-known South Asian food item (a thin, crispy disc), making it purely a product-type descriptor. 'Star' most likely describes the shape or a quality attribute of the papad rather than identifying a manufacturer or company, as there is no additional context in the title to confirm it is a registered maker's name. Without clear evidence that either word names a real company or manufacturer, the product is best classified as unbranded.",
NUTS CASHEW 4PCS,SVP'S JUST CASHEWS - JH SREE DEVI'S,unbranded,0.9913,unbranded,1.0,0.0087,True,Yes,"The title contains three distinct elements: 'NUTS' and 'CASHEW' are descriptive terms identifying the product type and specific variety of nut, not a maker or company name. '4PCS' is a quantity/size descriptor indicating the number of pieces in the package. No part of this title names a real manufacturer or company — the title only describes what the product is and how many units it contains.",
Dry Wash Floor mat - Big,Unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title contains three potentially notable terms: 'Dry Wash,' 'Floor mat,' and 'Big.' 'Dry Wash' describes a functional or material property of the mat (a surface that can dry or wash), not a manufacturer or company name. 'Floor mat' is a straightforward product type descriptor, and 'Big' indicates size. None of these words identify a real maker or company, making this an entirely descriptive title.",
A4 Sheet,Unbranded,unbranded,0.9957,unbranded,1.0,0.0043,True,Yes,"The title contains two terms: 'A4' and 'Sheet.' 'A4' refers to the standard ISO paper size (210 × 297 mm), making it a descriptive size designation rather than a company or maker name. 'Sheet' is a generic product-type term describing the form of the item. Neither word identifies a real manufacturer or company, so the title only describes what the item is.",
#_# Strawberry Kulfi 300gm - Parsi Dairy Farm,unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The title contains 'Parsi Dairy Farm,' which is a real and well-known dairy manufacturer/company based in India, clearly identifying the maker of the product. The remaining words — 'Strawberry,' 'Kulfi,' and '300gm' — are purely descriptive terms indicating the flavor, product type, and weight respectively. Since the title explicitly names a recognized producer, the product is classified as branded.",
Golgappa Sooji,Unbranded,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The title contains two words: 'Golgappa' and 'Sooji.' 'Golgappa' is a descriptive product type — it refers to a popular South Asian street snack (also known as pani puri or puchka). 'Sooji' is a descriptive ingredient term meaning semolina, indicating the primary material used to make the golgappa. Neither word identifies a real maker or company; both together simply describe what the product is and what it is made from.",
Pril Liquid,Unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The word 'Pril' is the specific term in this title that signals a brand. 'Pril' is a real manufacturer/brand name — it is a well-known dish-washing liquid brand made by Henkel. The word 'Liquid' is purely descriptive, indicating the product's physical form rather than identifying any maker.",
RED COLOUR,Unbranded,unbranded,0.1176,unbranded,1.0,0.8824,True,Yes,"The title contains only two words: 'RED' and 'COLOUR.' 'RED' is a descriptive color term indicating the item's appearance, and 'COLOUR' is a descriptive word referring to the product type or characteristic. Neither word identifies a real maker or company name, making this a purely descriptive title with no brand present.",
T-shirt - M size,unbranded,unbranded,0.9988,unbranded,1.0,0.0012,True,Yes,"The title contains two potential identifiers: 'T-shirt' and 'M size'. 'T-shirt' is purely a descriptive term referring to a type of garment, not a maker or company name. 'M size' is a size designation indicating a medium fit, which is a descriptive measurement term. Neither word identifies a real manufacturer or company, so the product is unbranded.",
Thin Filo Dough For Sweet 450 gms,Unbranded,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title contains no word that identifies a real maker or company. 'Thin' and 'Filo' describe the style and type of the dough, 'Sweet' indicates its intended use or flavor profile, and '450 gms' is simply a weight measurement. Every element in the title is purely descriptive of what the product is, not who makes it.",
#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,Unbranded,branded,0.9981,branded,1.0,0.0019,True,Yes,"The phrase 'Sassy Teaspoon' appears in the title and reads as a real maker or bakery/brand name rather than a descriptive term. 'Pink Dome Box' describes the product's color, shape, and packaging type — all purely descriptive terms. '1/2 Kg' is a weight measurement, not a brand identifier. 'Sassy Teaspoon' is the only element that functions as a company or shop name, identifying who makes or sells the item.",
Silicon Dioxide,Unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title 'Silicon Dioxide' consists entirely of a chemical compound name, which is a descriptive term identifying the substance itself rather than any maker or company. 'Silicon' and 'Dioxide' together form a scientific/material descriptor indicating what the product is (a chemical ingredient or additive), not who produces it. There are no words in this title that identify a manufacturer or brand. With no maker name present, the product is unbranded.",
Wild Rocket Micro 100 gm,Unbranded,unbranded,0.9962,unbranded,1.0,0.0038,True,Yes,"The title consists entirely of descriptive terms: 'Wild Rocket' refers to a type of leafy green vegetable (arugula), 'Micro' likely describes the micro-green variety or small leaf size, and '100 gm' is a weight measurement. None of these words identify a real manufacturer or company — they only describe what the product is, its variety, and its quantity.",
Sunflower Oil,Priya,unbranded,0.9966,unbranded,1.0,0.0034,True,Yes,"'Sunflower' refers to the plant source of the oil, making it a descriptive ingredient/material term rather than a maker's name. 'Oil' is a product type descriptor. No word in the title identifies a manufacturer or company — the title only describes what the product is.",
Dried Shiitake mushroom 1kg,Unbranded,unbranded,0.9988,unbranded,1.0,0.0012,True,Yes,"The title contains no word that identifies a real maker or company. 'Dried' describes the preparation method, 'Shiitake' is a variety of mushroom, 'mushroom' is the product type, and '1kg' is a weight measurement. Every element in the title is purely descriptive, so there is no brand present.",
NONBROMITE BREAD IMPROVER 1 KG 0157,unbranded,branded,0.5117,unbranded,1.0,0.4883,True,Yes,"The term 'NONBROMITE' describes a characteristic of the product — indicating it does not contain bromate — rather than naming a manufacturer or company. 'BREAD IMPROVER' is a straightforward descriptive term for the product type, a functional additive used in baking. '1 KG' is a weight measurement and '0157' appears to be an internal stock or reference code. No word in the title identifies a real maker or company behind the product.",
Kombu Leaf Dried 1kg pkt,unbranded,unbranded,0.9957,unbranded,1.0,0.0043,True,Yes,"The title contains the words 'Kombu,' 'Leaf,' 'Dried,' '1kg,' and 'pkt,' none of which identify a maker or company. 'Kombu' is a type of edible seaweed (an ingredient/product type), 'Leaf' and 'Dried' describe the form and preparation method, and '1kg pkt' indicates the weight and packaging size. No part of the title names a manufacturer or brand responsible for producing this item.",
MDH Kashmiri Chilli Powder 100 grams,,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'MDH' is the key term here, and it is a real and well-known spice manufacturer (Mahashian Di Hatti) based in India. 'Kashmiri' refers to a regional style/origin of chilli, 'Chilli Powder' describes the product type, and '100 grams' is a weight measurement — none of these identify a maker. Since MDH clearly names the manufacturer, the product is branded.",
Kiley Soda 250 ML - SNACC,UNBRANDED,branded,0.5273,unbranded,0.8741,0.3468,True,Yes,"The word 'Kiley' could signal a brand or product name, but based solely on the title it reads as a flavor or variety descriptor for the soda rather than a recognizable manufacturer or company name. 'SNACC' appears at the end of the title and might suggest a brand, but it is not a recognizable maker or company name from the title alone — it could equally be an internal code, product line label, or descriptive term. '250 ML' is purely a size/volume measurement. Since no word in the title clearly and unambiguously identifies a real maker or manufacturer, the product is classified as unbranded.",
ONION RINGS (PB),Olio,unbranded,0.6406,unbranded,1.0,0.3594,True,Yes,"The title 'ONION RINGS (PB)' contains two potentially notable elements. 'ONION RINGS' is purely a descriptive product type — a common food item made from onions shaped into rings. '(PB)' is an abbreviation or internal code, and nothing in the title indicates it stands for a real manufacturer or company name; it is most likely a size, packaging, or internal catalog designation. Since no part of the title identifies a real maker or company, the product is unbranded.",
#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,unbranded,branded,0.9998,branded,1.0,0.0002,True,Yes,"The word 'Meemees' at the end of the title is the specific term that signals a brand — it appears to be a real maker or company name identifying who produces this ice cream, not a descriptive term for any ingredient, flavor, material, or product type. The remaining elements — 'Cookies and Cream' (flavor), 'Ice-cream Tub' (product type), and '100ml' (size) — are all purely descriptive terms that describe what the product is rather than who makes it. Because 'Meemees' clearly identifies a named producer, the product is classified as branded.",
Luster Dust Royal Gold,Unbranded,branded,0.0534,unbranded,1.0,0.9466,True,Yes,"The term 'Luster Dust' describes the product type — a shimmery, edible decorative powder used in baking and confectionery — rather than naming a manufacturer. 'Royal Gold' functions as a descriptive color or finish descriptor, indicating a rich golden shade. Neither phrase identifies a real maker or company; together they simply describe what the product is and its appearance.",
Sauce-Peri peri,unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title contains two elements: 'Sauce' and 'Peri peri.' 'Sauce' is a generic product type descriptor indicating what the item is. 'Peri peri' (also spelled piri piri) is a well-known flavor/ingredient term referring to a type of African chili pepper and the spicy style of seasoning derived from it — it is a descriptive flavor term, not a manufacturer or company name. No part of this title identifies a real maker or brand.",
Coriander Green,unbranded,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The title contains two words: 'Coriander' and 'Green.' 'Coriander' is a well-known herb/spice, making it a descriptive ingredient or product-type term. 'Green' is a descriptive color or variety descriptor, not a company or manufacturer name. Neither word identifies a real maker or company, so the product is unbranded.",
Water Chestnuts,Unbranded,unbranded,0.9984,unbranded,1.0,0.0016,True,Yes,"The title 'Water Chestnuts' consists entirely of two descriptive words that identify the type of food item — an aquatic vegetable. Neither 'Water' nor 'Chestnuts' is a company or manufacturer name; together they simply describe what the product is. There are no other words, abbreviations, or terms in the title that could signal a real maker or brand. Without any identifier of who makes or sells the product, this is clearly unbranded.",
Monin Raspberry,Unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The word 'Monin' is the specific term in this title that signals a brand. Monin is a real, well-known manufacturer of flavored syrups and other beverage ingredients, making it a genuine company/maker name. The word 'Raspberry' is purely descriptive, indicating the flavor of the product. Since the title names an actual maker (Monin), the product is classified as branded.",
Vanaspati Ghee nature fresh,unbranded,branded,0.9969,branded,0.9995,0.0026,True,Yes,The words 'Nature Fresh' appear in the title and function as a brand name identifying a real maker or label rather than a purely descriptive term. While 'Vanaspati Ghee' is entirely descriptive — naming a type of vegetable-based clarified fat product — 'Nature Fresh' is a recognized dairy/food brand name used by a manufacturer. The combination of a descriptive product type followed by a distinct proper-noun label ('Nature Fresh') signals a branded product.,
White Raddish,unbrand,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title contains only two words: 'White' and 'Raddish' (a variant spelling of 'radish'). 'Raddish' refers to the vegetable itself — a product type — and is purely descriptive. 'White' describes the color or variety of the radish, making it another descriptive term. Neither word identifies a real maker or company, so the product is unbranded.",
Polyester Label Sticker (4x2 Inc Red) Non veg,unbranded,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"The title contains no word that identifies a real maker or company. 'Polyester' is a material descriptor, 'Label Sticker' describes the product type, '4x2 Inc' appears to reference dimensions (4 by 2 inches) with 'Inc' likely abbreviating 'inches' rather than naming a company, 'Red' is a color descriptor, and 'Non veg' is a regulatory/category descriptor used on food packaging in India. None of these terms name a manufacturer or brand.",
Nitrile Hand Gloves (1box = 100 gloves),unbranded,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"The title contains no word that identifies a real maker or company. 'Nitrile' refers to the material the gloves are made from, 'Hand Gloves' describes the product type, and '1box = 100 gloves' is a quantity/packaging descriptor. None of these terms name a manufacturer or brand.",
Pizza Cheese,unbranded,unbranded,0.9963,unbranded,1.0,0.0037,True,Yes,"The title contains two words: 'Pizza' and 'Cheese.' 'Pizza' describes the intended use or style of the product, and 'Cheese' identifies the product type. Neither word names a real manufacturer or company — both are purely descriptive terms referring to what the item is and how it is used. With no maker name present in the title, the product is unbranded.",
#_# Square Butter Paper - Le Four,Unbranded,branded,0.945,branded,0.9997,0.0547,True,Yes,"The phrase 'Le Four' appears at the end of the title and functions as a maker or brand name — it is a distinct proper name (French for 'The Oven') that identifies who sells or produces this item rather than describing what the product is. The other elements — 'Square,' 'Butter,' and 'Paper' — are purely descriptive terms indicating the shape, type, and material of the product. The '#_#' portion appears to be an internal code or placeholder and carries no brand meaning. Because 'Le Four' names a real seller/maker identity rather than describing the product itself, the item is classified as branded.",
Sarwar Onion Powder 450gm,unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The word 'Sarwar' appears at the start of the title and functions as a maker or company name — it is a proper name that identifies who produces or sells this product rather than describing what it is. 'Onion Powder' is purely a descriptive term indicating the product type and ingredient. '450gm' is a weight measurement with no branding significance. Since 'Sarwar' is a recognizable proper name used to identify the producer, the product is classified as branded.",
Veg Spring Roll (pack of 25Pcs),Unbranded,unbranded,0.9965,unbranded,1.0,0.0035,True,Yes,"The title contains no word that identifies a real manufacturer or company. 'Veg Spring Roll' is a purely descriptive term indicating the product type (a vegetable-filled spring roll), and 'pack of 25Pcs' is a size/quantity descriptor. No maker or brand name appears anywhere in the title.",
Mdh Dhaniya powder 500gm,Unbranded,branded,1.0,branded,0.9999,-0.0001,True,Yes,"The word 'Mdh' is the key signal in this title — it is a well-known Indian spice manufacturer (MDH, short for Mahashian Di Hatti), making it a real company/maker name. 'Dhaniya' is simply the Hindi word for coriander, describing the ingredient. 'Powder' describes the product's form, and '500gm' indicates the weight/size — both are purely descriptive terms with no brand significance.",
Cherry Tomato,Unbrand,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title contains only two words: 'Cherry' and 'Tomato.' 'Tomato' is clearly a product type, not a brand name. 'Cherry' here is a descriptive term indicating the variety or size of the tomato, not a maker or company name. Neither word identifies a real manufacturer or seller, so the title is purely descriptive.",
CREAM,unbranded,unbranded,0.9716,unbranded,1.0,0.0284,True,Yes,"The only word in the title is 'CREAM,' which is a purely descriptive term referring to a type of product or ingredient (e.g., a dairy product or a topical substance). Despite being written in all capitals, capitalization alone does not make a word a brand name. There is no word in the title that identifies a real manufacturer or company, so the product is unbranded.",
Container Paper Printed 250 ML ( dia 116 ) with LID,Unbranded,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"Every word in this title is descriptive rather than identifying a maker. 'Container,' 'Paper,' and 'Printed' describe the product's type and material; '250 ML' is a volume measurement; 'dia 116' is a dimensional specification (diameter); and 'with LID' describes an included component. None of these terms name a real manufacturer or company, so the title conveys only what the item is, not who makes it.",
Tropicana Mango Juice 1Ltr,unbrand,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'Tropicana' is the key signal in this title. Tropicana is a well-known real manufacturer and brand of juice products, clearly identifying who makes the item. The remaining words — 'Mango Juice' (product type and flavor), '1Ltr' (size/volume measurement) — are purely descriptive terms that do not identify a maker.",
A5 Voucher Leaflet,unbranded,unbranded,0.9986,unbranded,1.0,0.0014,True,Yes,"The title contains three words: 'A5,' 'Voucher,' and 'Leaflet.' 'A5' is a standard paper size designation, not a maker's name. 'Voucher' describes the purpose or type of the item, and 'Leaflet' describes the physical format — both are purely descriptive terms. No part of the title identifies a real manufacturer or company.",
Long Note Book 200 Pgs Chandras SB,unbranded,branded,0.9948,unbranded,0.8176,-0.1772,False,Yes,"The word 'Chandras' could potentially signal a brand name, but it is ambiguous — it may simply be a descriptive or possessive term (e.g., 'Chandra's') referring to a style or series name rather than a clearly recognized manufacturer or company. 'Long Note Book' describes the product type, '200 Pgs' is a specification indicating page count, and 'SB' appears to be an internal product code or abbreviation (possibly for 'Short Book' or a catalog reference) rather than a maker's name. Since no part of the title unambiguously identifies a real, recognizable manufacturer or company, the product is classified as unbranded.",
#_# Modak - Murukku,Unbranded,unbranded,0.9987,unbranded,1.0,0.0013,True,Yes,"The title contains two key terms: 'Modak' and 'Murukku.' Modak is a traditional Indian sweet/dumpling, making it a descriptive product-type term, not a brand name. Murukku is a traditional South Indian savory snack, also a descriptive product-type term identifying what the item is. Neither term identifies a real maker or company, and the '#_#' portion appears to be an internal placeholder or code rather than a recognized manufacturer name.",
Floor Duster (Pocha),unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two terms: 'Floor Duster' and 'Pocha.' 'Floor Duster' is purely descriptive, identifying the product type and its cleaning function. 'Pocha' appears to be a descriptive or colloquial term (commonly used in some languages to refer to a mop or floor-cleaning cloth), not a manufacturer or company name. Neither term identifies a real maker or brand, so the product is unbranded.",
Monin Blue Curaco 700 ml,Unbranded,branded,0.9994,branded,1.0,0.0006,True,Yes,"The word 'Monin' is the specific brand signal in this title — it is a well-recognized French manufacturer of syrups, sauces, and flavoring products, making it a real maker/company name. 'Blue Curacao' describes the flavor/type of the syrup (a citrus-flavored blue syrup inspired by the liqueur), which is a descriptive term. '700 ml' is a measurement indicating bottle size, not a brand indicator.",
Piri Piri Seasoning,Unbranded,unbranded,0.9979,unbranded,1.0,0.0021,True,Yes,"The title contains three words: 'Piri Piri' and 'Seasoning.' 'Seasoning' is clearly a product type descriptor, not a maker. 'Piri Piri' refers to a type of chili pepper and a style of spice blend originating in African/Portuguese cuisine — it is a flavor and ingredient descriptor, not a manufacturer or company name. No part of the title identifies a real maker, so the product is unbranded.",
Carry Bag Paper 1Kg Printing,unbranded,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"The title consists entirely of descriptive terms: 'Carry Bag' describes the product type, 'Paper' indicates the material it is made from, '1Kg' is a weight/size specification, and 'Printing' refers to a feature or finish applied to the bag. None of these words identify a real manufacturer or company name. There is no maker's name present anywhere in the title.",
AACHI KULAMBU MILAKAI STAFF,Ovenfresh,branded,0.9241,branded,1.0,0.0759,True,Yes,"The word 'AACHI' is the specific term in this title that signals a brand — Aachi is a well-known Indian food company (Aachi Masala) that manufactures spices and condiments. The remaining words 'KULAMBU MILAKAI STAFF' are descriptive terms referring to a type of South Indian curry chili product (kulambu means curry, milakai means chili), describing what the product is rather than who makes it. Since 'AACHI' clearly identifies a real manufacturer, the product is branded.",
Goat Cheese,Flanders Daily Products,unbranded,0.9989,unbranded,1.0,0.0011,True,Yes,"The title consists of only two words: 'Goat' and 'Cheese.' 'Goat' describes the animal source of the milk used, making it a descriptive ingredient/material term, and 'Cheese' describes the product type. Neither word identifies a manufacturer or company that makes or sells the product. There is no maker's name present anywhere in the title.",
Hazelnut Brownie Outer Sticker (CBTL),Unbranded,branded,0.9944,unbranded,1.0,0.0056,True,Yes,"The title contains four potential signals worth examining. 'Hazelnut' and 'Brownie' are flavor/ingredient descriptors identifying what the product tastes like, not a maker. 'Outer Sticker' describes the physical form of the item — a label or sticker for the outside of something. 'CBTL' is an abbreviation that could refer to The Coffee Bean & Tea Leaf, but within this title it appears to function as an internal product code or category tag rather than explicitly naming a manufacturer of the sticker itself, so it does not clearly identify a real maker in context. With no unambiguous company or manufacturer name present, the product is classified as unbranded.",
TT RIBBAN J304 (110MM X 300MTR),Unbranded,branded,0.2814,unbranded,1.0,0.7186,True,Yes,"The title contains three potential signals: 'TT', 'RIBBAN', and 'J304'. 'TT' is an abbreviation that is not recognizable as a manufacturer or company name from the title alone — it appears to be an internal code or product-line prefix. 'RIBBAN' appears to be a descriptive term referring to the product type (a ribbon, likely a thermal transfer ribbon). 'J304' along with the measurement '110MM X 300MTR' are alphanumeric codes and dimensions describing the product's specification, not a maker's identity. Since no part of the title clearly identifies a real manufacturer or company, the product is classified as unbranded.",
Sweets Milk Barfi Red Velvet,unbranded,branded,0.094,unbranded,1.0,0.906,True,Yes,"The word 'Sweets' is a generic descriptive term referring to the category of confectionery products, not a maker or company name. 'Milk Barfi' describes the type of product — a milk-based Indian sweet — and 'Red Velvet' describes the flavor or variety. No part of the title clearly identifies a real manufacturer or company, making this an entirely descriptive product name.",
Rich Whipping Cream Gold,unbranded,branded,0.9979,unbranded,1.0,0.0021,True,Yes,"The word 'Rich' is a descriptive term indicating high fat content or quality, not a company name. 'Whipping Cream' is the product type — a dairy ingredient used for whipping. 'Gold' is a descriptive modifier commonly used to suggest premium quality, and there is nothing in the title to identify it as a real manufacturer or company name. No part of the title names a recognizable maker or brand.",
HALDI POWDER,Unbranded,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The title contains two words: 'HALDI' and 'POWDER.' 'Haldi' is the Hindi/South Asian word for turmeric, making it a descriptive ingredient term rather than a maker or company name. 'Powder' describes the physical form of the product. Neither word identifies a real manufacturer or company, so the title only describes what the product is.",
Maggi Cubes Chicken,unbranded,branded,0.9998,branded,1.0,0.0002,True,Yes,"The word 'Maggi' is the key term here and it is a well-known real manufacturer/brand name — a global food company (owned by Nestlé) that produces seasoning products, soups, and bouillon cubes. 'Cubes' is a descriptive term referring to the physical form of the product (bouillon cubes), and 'Chicken' is a flavor/ingredient descriptor indicating the variety. Since 'Maggi' clearly identifies a real maker, the product is classified as branded.",
Cake Card 6,unbranded,unbranded,0.9895,unbranded,1.0,0.0105,True,Yes,"The title contains three words: 'Cake,' 'Card,' and '6.' 'Cake' is a descriptive term referring to a type of baked good or cake-themed item, not a manufacturer name. 'Card' describes the product type or format (e.g., a card associated with a cake), and '6' is a size or quantity indicator. None of these words identify a real maker or company; they collectively describe what the item is rather than who makes it.",
Ker Sangri,Unbranded,unbranded,0.9995,unbranded,1.0,0.0005,True,Yes,"The title 'Ker Sangri' consists of two words that together name a traditional Rajasthani dish made from dried ker berries and sangri beans. 'Ker' refers to the fruit of the Capparis decidua plant, a descriptive ingredient term, while 'Sangri' refers to the dried pods of the Prosopis cineraria tree, another descriptive ingredient term. Neither word identifies a manufacturer or company; the title simply describes what the product is — a type of food ingredient or dish — without naming any maker.",
SAKURA DRIED SHITAKE MUSHROOM,Unbranded,branded,0.9985,unbranded,1.0,0.0015,True,Yes,"The word 'SAKURA' could signal a brand, but it is also a common Japanese word meaning 'cherry blossom' that is widely used as a descriptive or cultural term on food products. Nothing in the title confirms it refers to a real manufacturer or company — it could simply be a variety name or flavor/style descriptor. 'DRIED SHITAKE MUSHROOM' is entirely descriptive, identifying the product type and preparation method. With no confirmed maker name present, the product is classified as unbranded.",
#_# Tomato Chutney Frozen - Murukku,Unbranded,unbranded,0.8105,unbranded,1.0,0.1895,True,Yes,"The title contains two main components: 'Tomato Chutney Frozen' and 'Murukku.' 'Tomato Chutney' is purely descriptive, referring to a type of condiment made from tomatoes, and 'Frozen' describes its preservation state. 'Murukku' is a traditional South Indian snack type, making it a descriptive product category term rather than a maker or company name. The '#_#' prefix appears to be an internal code or placeholder, not a recognizable manufacturer or brand name. No part of the title identifies a real maker or company, so the product is unbranded.",
#_# Tar Brush (Dosa Bhatti),unbranded,unbranded,0.9511,unbranded,1.0,0.0489,True,Yes,"The title contains two key descriptive elements: 'Tar Brush,' which describes the type and function of the tool (a brush used for applying tar), and 'Dosa Bhatti,' which appears to be a regional or colloquial descriptive name for the same item in another language. Neither phrase identifies a real manufacturer or company. The '#_#' prefix appears to be an internal catalog code or placeholder, not a brand name.",
RED CABBAGE,Unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,The title contains only two words: 'RED' and 'CABBAGE.' 'Cabbage' is purely a product type — a vegetable — and 'Red' is a descriptive color term indicating the variety of cabbage. Neither word identifies a manufacturer or company; together they simply describe what the item is.,
Fresh Button Mushroom (200GM),Unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains no word that identifies a real maker or company. 'Fresh' is a descriptive quality term, 'Button Mushroom' describes the type of produce, and '200GM' is a weight measurement. Every element of the title describes what the product is rather than who makes or sells it.",
Salad Oil 500mL,unbranded,unbranded,0.9219,unbranded,1.0,0.0781,True,Yes,"The title contains three elements: 'Salad Oil,' '500mL,' and no other terms. 'Salad Oil' is a purely descriptive term identifying the type of cooking oil, not a manufacturer or company name. '500mL' is a measurement indicating the product's volume. Since no part of the title identifies a real maker or company, this product is unbranded.",
#_# Sticker - Momo Kitchen 40mm - Prasuma,unbranded,branded,0.9533,branded,0.9997,0.0464,True,Yes,"The title contains two potential brand signals: 'Momo Kitchen' and 'Prasuma.' 'Momo Kitchen' could be a descriptive term referring to a kitchen that makes momos (a type of dumpling), but in this context it appears to function as a product line or sub-brand name. 'Prasuma' is a recognized food company/manufacturer name that identifies the maker of the product, clearly establishing this as a branded item. The '40mm' is a size descriptor and '#_#' appears to be an internal code, neither of which signals a maker.",
Biryani Rice(1121 XXXL),Unbranded,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The word 'Biryani' refers to a style of spiced rice dish, making it a descriptive term for the product type rather than a maker's name. 'Rice' is simply the ingredient/product category. '1121' and 'XXXL' appear to be a variety code and a size descriptor respectively — neither identifies a real manufacturer or company. No part of the title names a recognizable maker or brand.",
LAVA CAKE LID,Ovenfresh,unbranded,0.9664,unbranded,1.0,0.0336,True,Yes,"The title contains three words: 'LAVA,' 'CAKE,' and 'LID.' 'Lava cake' is a well-known dessert type (a molten chocolate cake), making it a purely descriptive food term rather than a brand name. 'Lid' describes the physical form or function of the product — a cover or top. No word in the title identifies a real manufacturer or company; the entire title only describes what the item is — a lid designed for or shaped like a lava cake.",
Jain Hing Powder,Unbranded,branded,0.9914,branded,0.9995,0.0081,True,Yes,"The word 'Jain' in the title is the specific term that could signal a brand. 'Jain' is a recognized company/manufacturer name associated with food products, particularly spices and processed foods, making it a real maker's name rather than a descriptive term. 'Hing Powder' is purely descriptive, referring to asafoetida in powdered form — identifying the product type and ingredient. Since 'Jain' identifies who makes the product, it qualifies as a branded item.",
Brown Onion Grinded,Unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title contains three words: 'Brown' describes the color/variety of the onion, 'Onion' identifies the product type, and 'Grinded' describes the processing method applied to the ingredient. None of these words name a real manufacturer or company — they are purely descriptive terms referring to what the product is and how it has been prepared. With no maker's name present anywhere in the title, this product is unbranded.",
Onion Sambar,unbrand,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains two words: 'Onion' and 'Sambar.' 'Onion' is a common vegetable ingredient, making it a descriptive term. 'Sambar' is a well-known South Indian lentil-based dish/soup, making it a descriptive product type. Neither word identifies a real manufacturer or company; the title simply describes what the item is.",
Pitambari Powder,unbranded,branded,0.9999,branded,0.9999,0.0,True,Yes,"The word 'Pitambari' is the specific term in this title that signals a brand. 'Pitambari' is a recognized manufacturer/company name (Pitambari Products Pvt. Ltd.) known for producing cleaning and household products, making it a real maker's name rather than a descriptive term. The word 'Powder' simply describes the product's physical form and is purely descriptive. Because the title names a real company, the product is classified as branded.",
#_# Sticker - Mango Protein Smoothie - The Whole Truth,Unbranded,branded,0.9924,branded,0.9995,0.0071,True,Yes,"The phrase 'The Whole Truth' in the title is the key signal here — it is a recognizable brand/company name, not a descriptive term. Words like 'Mango,' 'Protein,' and 'Smoothie' are purely descriptive, referring to the flavor, nutritional content, and product type respectively. 'The Whole Truth' functions as a proper brand identity (a known Indian health food company), clearly identifying the maker of this product. The '#_#' appears to be an internal code or placeholder and carries no brand meaning.",
500 Ml Round Container With Lids (White),unbranded,unbranded,0.9991,unbranded,1.0,0.0009,True,Yes,"Every word in this title is descriptive rather than a maker's name. '500 Ml' is a measurement, 'Round' is a shape descriptor, 'Container With Lids' describes the product type and its feature, and 'White' describes the color. None of these words identify a manufacturer or company; they collectively describe only what the item is and how it looks.",
Panini Bread Outer Sticker (CBTL),Unbranded,branded,0.977,unbranded,1.0,0.023,True,Yes,"The title contains two potential signals: 'Panini Bread' and 'CBTL'. 'Panini Bread' is purely a descriptive term referring to the type of bread product the sticker is associated with, not a maker's name. 'CBTL' is an abbreviation that could refer to 'The Coffee Bean & Tea Leaf,' but based solely on the title it reads as an internal product code or category identifier rather than a clear manufacturer name labeling who makes this sticker. Since no part of the title unambiguously names a real maker or company, the product is classified as unbranded.",
