title,brand,pred_brand,confidence,p_branded,raw_conf,logprob,verifier_token,stage1_reasoning,error
GARBAGE BAG GREEN,Unbranded,unbranded,0.9999,,0.9999,-0.000147,Yes,"The product title 'GARBAGE BAG GREEN' contains no specific brand name, indicating it is a generic commodity item.",
GREEN CHILLI,Unbranded,unbranded,0.9999,,0.9999,-9.8e-05,Yes,Green chilli is a generic fresh produce item with no specific brand name associated with it.,
PAPER NAPKIN - 12CM X12 CM - PLAIN - LOCAL - PKT,unbranded,unbranded,0.9994,,0.9994,-0.000627,Yes,"The product is described as 'LOCAL' with no specific brand name, indicating a generic commodity item sold in packet form.",
Note Book 240 Pages,Unbranded,unbranded,0.9996,,0.9996,-0.00038,Yes,The product is described generically as 'Note Book 240 Pages' with no specific brand name mentioned.,
GFB Mushroom Patty,Unbranded,branded,0.9971,,0.9971,-0.00294,Yes,GFB is a specific brand name associated with this mushroom patty product.,
ATTA GANGA,Unbranded,branded,0.9853,,0.9853,-0.014838,Yes,'Ganga' is a specific brand name used to market this atta (wheat flour) product.,
MINERAL WATER BOTTLE 1 LIT SF,unbranded,branded,0.1128,,0.8872,-0.11968,No,"Mineral water in packaged bottles is typically a branded product sold under specific company names, and 'SF' likely refers to a brand identifier.",
KAFFIR LIME,Unbranded,unbranded,0.9988,,0.9988,-0.001189,Yes,Kaffir Lime is a generic citrus fruit commodity with no specific brand name attached.,
#_# COCO 40% Dark Chocolate - Ether,unbranded,branded,0.9914,,0.9914,-0.008615,Yes,COCO and Ether appear to be brand names associated with this dark chocolate product.,
White Pepper MDH 100 Gms,Unbranded,branded,1.0,,1.0,-1.1e-05,Yes,"MDH is a well-known spice brand, making this a branded product.",
#_# Lotus Biscoff Icecream (125ML) - Bina,unbranded,branded,0.9997,,0.9997,-0.000278,Yes,Lotus Biscoff is a well-known branded product sold under the Lotus brand name.,
Water Chestnut In Water 567G,unbranded,unbranded,0.9935,,0.9935,-0.00651,Yes,The product appears to be a generic canned water chestnut with no specific brand name mentioned in the title.,
ROSE MARY,Unbranded,branded,0.2309,,0.7691,-0.262561,No,"ROSE MARY appears to be a brand name written in capitals, not a generic commodity product.",
SUGAR SACHET - 5GMS,Ovenfresh,unbranded,0.9978,,0.9978,-0.002185,Yes,Sugar sachet is a generic commodity item with no specific brand name mentioned.,
#_# Baked Oregano Cheese Matthi - Genda Phool,unbranded,branded,0.8199,,0.8199,-0.198584,Yes,Genda Phool is a specific brand name associated with this baked oregano cheese matthi product.,
STICKER SALAD,UNBRANDED,branded,0.2509,,0.7491,-0.288901,No,STICKER SALAD appears to be a specific branded product name rather than a generic salad item.,
Kesari Color,Unbranded,unbranded,0.9702,,0.9702,-0.030212,Yes,"Kesari Color refers to a generic saffron-yellow food color/dye, not a specific branded product.",
1200 ML ROUND CONTAINER,Unbranded,unbranded,0.9985,,0.9985,-0.001456,Yes,The product is a generic round container described only by its size with no specific brand name mentioned.,
MILK AMUL TETRA PACK,AMUL,branded,1.0,,1.0,-1e-06,Yes,"Amul is a well-known dairy brand, and this product is explicitly sold under the Amul brand name.",
Baked Beans 415 Gm,Heinz Beanz,unbranded,0.9995,,0.9995,-0.000451,Yes,"The product title mentions no specific brand name, only the generic product name and weight.",
Paper Straw,Unbrand,unbranded,0.9991,,0.9991,-0.000884,Yes,Paper Straw is a generic commodity item with no specific brand name associated with it.,
Lemon Grass (Green),Unbranded,unbranded,0.9998,,0.9998,-0.000231,Yes,Lemon Grass (Green) is a generic fresh herb with no specific brand name associated with it.,
SOYABEEN RAW,unbranded,unbranded,0.9998,,0.9998,-0.000151,Yes,Soyabean Raw is a generic commodity item with no specific brand name associated with it.,
Chicken wings Coated ( ITC ),Olio,branded,0.9999,,0.9999,-0.000134,Yes,"The product is sold under the ITC brand name, which is a well-known company.",
#_# Mysore Chutney Frozen - Murukku,Unbranded,unbranded,0.8741,,0.8741,-0.134588,Yes,Mysore Chutney Frozen - Murukku appears to refer to a generic/regional snack item without a specific brand name associated with it.,
Vanaspati 1kg pkt,unbranded,branded,0.2539,,0.7461,-0.292844,No,"Vanaspati sold in a 1kg packet suggests a packaged product by a specific brand, as loose vanaspati is not typically sold in labeled packets.",
Green Grapes,Unbranded,unbranded,0.9998,,0.9998,-0.000154,Yes,Green Grapes is a generic fresh fruit commodity with no specific brand name attached.,
Bayleaf Chounk,unbranded,unbranded,0.9707,,0.9707,-0.029751,Yes,Bayleaf Chounk refers to a generic spice/tempering ingredient with no specific brand name associated.,
Breakfast Sugar Trust 1 Kg,Unbranded,branded,0.9724,,0.9724,-0.027974,Yes,Trust appears to be a specific brand name associated with this packaged sugar product.,
JALI MAT 10MM HEAVY,Unbranded,unbranded,0.9945,,0.9945,-0.005484,Yes,JALI MAT 10MM HEAVY is a generic descriptive product name with no specific brand associated.,
Breakfast Sugar 1Kg,unbranded,unbranded,0.9843,,0.9843,-0.015788,Yes,Breakfast Sugar is a generic commodity item with no specific brand name associated with it.,
Paper Straws 6mm (100PC),unbranded,unbranded,0.9994,,0.9994,-0.000637,Yes,"The product is a generic commodity item with no specific brand name mentioned, only described by its specifications.",
Liquid Glucose,unbranded,unbranded,0.9997,,0.9997,-0.000306,Yes,Liquid Glucose is a generic commodity ingredient with no specific brand name mentioned.,
Keora Water 500Ml,unbrand,unbranded,0.9344,,0.9344,-0.067857,Yes,Keora Water is a generic flavoring ingredient with no specific brand name indicated in the title.,
GARLIC WHOLE,UNBRANDED,unbranded,0.9997,,0.9997,-0.000301,Yes,Garlic Whole is a generic commodity item with no specific brand name associated with it.,
Chilled Chicken Thigh Boneless 1 kg (Rsons),OUTLET,branded,0.998,,0.998,-0.001959,Yes,"The product is sold under the brand name 'Rsons', indicating it is a branded packaged chicken product.",
RAJDHANI - SOOJI (1KG),unbranded,branded,1.0,,1.0,-7e-06,Yes,RAJDHANI is a well-known brand that sells packaged wheat and flour products including sooji.,
Lemon Leaves Fresh,unbrand,unbranded,0.9996,,0.9996,-0.000405,Yes,Lemon Leaves Fresh is a generic fresh produce item with no specific brand name associated.,
Mutton currycut,unbranded,unbranded,0.9989,,0.9989,-0.001082,Yes,Mutton curry cut is a generic raw meat product with no specific brand name associated with it.,
Thermal Paper Roll   Billing,unbranded,unbranded,0.9994,,0.9994,-0.000627,Yes,The product is a generic thermal paper roll with no specific brand name mentioned.,
SP Thundercrush French Fries 9mm,Unbranded,branded,0.954,,0.954,-0.047128,Yes,SP Thundercrush is a specific brand name under which these French Fries are sold.,
Milk Powder Nestle 1 Kg,Unbranded,branded,1.0,,1.0,-6e-06,Yes,"The product is sold under the Nestlé brand name, a well-known company.",
RAMPURI MIRCH,Unbranded,unbranded,0.9977,,0.9977,-0.002255,Yes,"Rampuri Mirch refers to a regional variety of chili pepper (from Rampur), making it a generic commodity item with no specific brand name.",
PAPER NAPKINS,unbranded,unbranded,0.9993,,0.9993,-0.000667,Yes,The product title 'PAPER NAPKINS' is a generic description with no specific brand name mentioned.,
Vat 69,unbranded,branded,0.9999,,0.9999,-0.000101,Yes,Vat 69 is a well-known branded Scotch whisky produced by William Sanderson & Son.,
Cavity for corrugated box 720ml,Unbranded,unbranded,0.9997,,0.9997,-0.00031,Yes,This is a generic packaging/commodity item (corrugated box cavity) with no specific brand name associated with it.,
Aampanna juice 150ml,Unbranded,branded,0.0014,,0.9986,-0.00139,No,Aampanna is a specific brand name for this packaged juice product.,
Cambro Polycarbonate LID for GN Pan 1/1,Unbranded,branded,0.9991,,0.9991,-0.000898,Yes,Cambro is a well-known brand that manufactures food service equipment and storage products.,
Toned Tetra Milk 1000 ml,unbranded,unbranded,0.9987,,0.9987,-0.001305,Yes,The product title 'Toned Tetra Milk 1000 ml' describes a generic milk type and packaging size without mentioning any specific brand name.,
Macroni Rajdhani,unbranded,branded,0.9998,,0.9998,-0.000164,Yes,Rajdhani is a specific brand name associated with this macaroni product.,
Grover Selecte Chenin Blanc 750 Ml,Unbranded,branded,0.9992,,0.9992,-0.000792,Yes,"Grover is a well-known wine brand, and 'Selecte Chenin Blanc' is a specific product line sold under the Grover Zampa brand.",
Quarry And Tile Floor Cleaner (120X2Oz),Krispy Kreme,branded,0.023,,0.977,-0.023246,No,Quarry And Tile Floor Cleaner appears to be a specific branded cleaning product sold under a product line name with a defined pack size.,
Oaksmith,unbranded,branded,0.9949,,0.9949,-0.005153,Yes,Oaksmith is a specific whisky brand sold under that name.,
Zukni Green,Unbranded,branded,0.1259,,0.8741,-0.134587,No,'Zukni' appears to be a specific brand name used to market this green product.,
Packing tray ( 60x60x25mm ),Unbranded,unbranded,0.9992,,0.9992,-0.000756,Yes,"This is a generic packaging/commodity item with no brand name, only described by its dimensions.",
Tandoori Chicken Masala Powder,unbranded,unbranded,0.9974,,0.9974,-0.002635,Yes,The product title is a generic spice mix description with no specific brand name mentioned.,
Paper Napkin Tissue 16x16 2ply,unbranded,unbranded,1.0,,1.0,-2.8e-05,Yes,The product title describes a generic paper napkin tissue by its specifications (size and ply) without mentioning any brand name.,
#_# Cothas Blend Coffee 200 Gm - Murukku,Unbranded,branded,0.2309,,0.7691,-0.262562,No,"Cothas is a well-known branded coffee company, making this a branded product.",
Icing Sugar Powder,unbranded,unbranded,0.9978,,0.9978,-0.00222,Yes,Icing Sugar Powder is a generic commodity ingredient with no specific brand name mentioned.,
Kumatia,Unbranded,unbranded,0.6225,,0.6225,-0.474078,Yes,Kumatia appears to be a generic/local name for a commodity item (a type of fish or vegetable) with no specific brand associated.,
#_# Stirrer - Murukku,Unbranded,unbranded,0.7905,,0.7905,-0.235053,Yes,Murukku stirrer is a generic kitchen tool/food item with no specific brand name associated.,
#_# Assorted Roleys (Box of 6) - Meemees,Unbranded,branded,0.979,,0.979,-0.021188,Yes,The product is sold under the brand name 'Meemees'.,
Chefs Art - Piri Piri Sprinkler 250 gm 51189,OUTLET,branded,0.9996,,0.9996,-0.000374,Yes,The product is sold under the 'Chefs Art' brand name with a specific product line name 'Piri Piri Sprinkler'.,
White Peas Batani,Unbranded,unbranded,0.9997,,0.9997,-0.000261,Yes,White Peas Batani is a generic commodity legume with no specific brand name associated with it.,
Diya Oil,Unbranded,unbranded,0.9621,,0.9621,-0.038629,Yes,Diya Oil appears to be a generic commodity lamp/cooking oil with no specific brand name associated with it.,
#_# Cassata (110 ml) - Go Zero,Unbranded,branded,0.9951,,0.9951,-0.004918,Yes,Go Zero is a specific brand name selling this Cassata ice cream product.,
Cello Tape 1,unbrand,branded,0.956,,0.956,-0.045017,Yes,Cello is a well-known brand name for adhesive tape products.,
Cumin Powder,MDH,unbranded,0.9994,,0.9994,-0.00058,Yes,Cumin Powder is a generic spice with no specific brand name mentioned.,
Butter Chiplet,unbrand,unbranded,0.993,,0.993,-0.007037,Yes,Butter Chiplet appears to be a generic descriptor for a small butter portion with no specific brand name associated.,
Coca cola 750ml,Olio,branded,1.0,,1.0,-4e-06,Yes,Coca-Cola is a globally recognized brand name for a carbonated soft drink.,
Farali Chevdo (Tikho),unbranded,unbranded,0.8977,,0.8977,-0.107925,Yes,Farali Chevdo (Tikho) is a generic traditional snack mix with no specific brand name associated with it.,
Taski R7 - 5ltr Can,Diversey,branded,0.9999,,0.9999,-6.8e-05,Yes,"Taski is a well-known professional cleaning brand, and R7 is a specific product line under that brand.",
Floor Mat,Krispy Kreme,unbranded,0.9956,,0.9956,-0.004409,Yes,Floor Mat is a generic household item with no specific brand name mentioned.,
Manager Shirt Pink Size-S,Unbranded,unbranded,0.98,,0.98,-0.020227,Yes,"The product appears to be a generic shirt item with only size and color attributes, with no recognizable brand name.",
Shot Glass 60Ml,Krispy Kreme,unbranded,0.9997,,0.9997,-0.00032,Yes,Shot Glass 60Ml is a generic kitchen/barware item with no specific brand name mentioned.,
Aluminium Container 750ml with Lid (Outlet),Unbranded,unbranded,0.9993,,0.9993,-0.000688,Yes,The product is a generic aluminium container with no specific brand name mentioned.,
Coconut Dry whole,Unbranded,unbranded,0.9998,,0.9998,-0.000238,Yes,Coconut Dry whole is a generic commodity item with no specific brand name associated with it.,
Meat Masala MDH,Unbranded,branded,1.0,,1.0,-2.1e-05,Yes,"MDH is a well-known spice brand, making this a branded product.",
Economy - Staff Toor Dal 1 Kg (Non IP) 131965,OUTLET,branded,0.8991,,0.8991,-0.106338,Yes,Economy is a specific brand name under which this Toor Dal is sold.,
#_# Black Ceaser Dough - Cookie Cartel,unbranded,branded,0.9831,,0.9831,-0.01706,Yes,Cookie Cartel is a specific brand name selling Black Caesar Dough under their label.,
AA seal stickers,unbranded,unbranded,0.9981,,0.9981,-0.001929,Yes,AA seal stickers appears to be a generic/commodity stationery item with no specific brand name associated with it.,
Chavali Red,unbranded,unbranded,0.9977,,0.9977,-0.002254,Yes,Chavali Red refers to a generic variety of red cowpeas/black-eyed peas with no specific brand name associated.,
Dabur Honey,Unbranded,branded,0.9997,,0.9997,-0.000301,Yes,Dabur is a well-known brand name associated with this honey product.,
#_# Baguette Sourdough - La folie,unbranded,branded,0.9935,,0.9935,-0.00651,Yes,"The product is sold under the brand name 'La Folie', indicating it is a branded bakery product.",
#_# Tag - Gluten-free Paleo Cookies - Le Four,Unbranded,branded,0.9965,,0.9965,-0.003544,Yes,Le Four is a specific brand name under which these gluten-free paleo cookies are sold.,
#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,unbranded,branded,0.9997,,0.9997,-0.000296,Yes,The Great Indian Toffee is a specific product sold under the Parsi Dairy Farm brand name.,
Fanta Can 300ml-GST@ 28%,Unbranded,branded,1.0,,1.0,-7e-06,Yes,Fanta is a well-known branded carbonated beverage produced by The Coca-Cola Company.,
Fevicol 1 Kg,Unbranded,branded,0.9997,,0.9997,-0.000261,Yes,Fevicol is a well-known branded adhesive product manufactured by Pidilite Industries.,
Panner Fresh 1 kg,unbranded,unbranded,0.7905,,0.7905,-0.235052,Yes,Paneer Fresh appears to be a generic/commodity fresh paneer product with no specific brand name associated with it.,
Saffron Kessar,Unbranded,unbranded,0.9019,,0.9019,-0.103229,Yes,"Saffron Kessar refers to the spice saffron (kessar is the Hindi/regional name for saffron), indicating a generic commodity item rather than a specific brand.",
HING (LG),unbranded,branded,0.0888,,0.9112,-0.093016,No,LG is a specific brand identifier for this hing (asafoetida) product.,
Lid for paperbowl 500ml,Unbranded,unbranded,0.9997,,0.9997,-0.000336,Yes,This is a generic accessory item (lid for a paper bowl) with no specific brand name mentioned.,
Dustbin Cover Small,unbranded,unbranded,0.9979,,0.9979,-0.002151,Yes,The product is a generic dustbin cover with no specific brand name mentioned.,
MUMBAI RAVA 5 KG,unbranded,branded,0.1097,,0.8903,-0.116204,No,MUMBAI appears to be a brand name associated with this packaged rava product.,
Gochujang Sauce,,unbranded,0.9979,,0.9979,-0.002151,Yes,The product title refers only to a generic sauce type (Gochujang) with no specific brand name mentioned.,
Gochujang 17kg Tin,Unbranded,branded,0.7058,,0.7058,-0.348445,Yes,Gochujang in a 17kg tin format suggests a commercial/branded product packaging rather than a generic loose commodity.,
Garbage Bag Green 30 X50,unbranded,unbranded,1.0,,1.0,-2.8e-05,Yes,"The product is described generically by its type, color, and dimensions with no specific brand name mentioned.",
Green Mustard Microgreen,unbrand,unbranded,0.9998,,0.9998,-0.000194,Yes,Green Mustard Microgreen is a generic plant/produce item with no specific brand name associated with it.,
Timmys Food Bag,unbranded,branded,0.6619,,0.6619,-0.412607,Yes,Timmy's is a specific brand name associated with this food bag product.,
Palm Jaggery (per kg),unbranded,unbranded,0.9998,,0.9998,-0.00018,Yes,Palm Jaggery is a generic commodity sold by weight with no specific brand name associated.,
Duster Check/Hand,Unbranded,unbranded,0.9196,,0.9196,-0.083771,Yes,Duster Check/Hand is a generic cleaning cloth/duster with no specific brand name associated with it.,
CARNATTION MILK  405 GM ( EVAPORATED MILK ),unbranded,branded,1.0,,1.0,-1.5e-05,Yes,Carnation is a well-known brand of evaporated milk sold under the Nestlé/Carnation brand name.,
11.5x11.5 (Round) Sandhouse Butter paper (40GSM),unbranded,branded,0.8397,,0.8397,-0.174672,Yes,Sandhouse is a specific brand name for this butter paper product.,
Micks Lotus Biscoff Biscuit,unbranded,branded,0.9999,,0.9999,-5.2e-05,Yes,Lotus Biscoff is a well-known branded biscuit product sold under the Lotus brand name.,
SDU Deva Chardonnay White wine 750ml,unbranded,branded,0.9993,,0.9993,-0.000744,Yes,SDU Deva is a specific brand name associated with this Chardonnay white wine product.,
Grated mozzarella New Onesta,Olio,branded,0.9993,,0.9993,-0.000733,Yes,The product is sold under the brand name 'New Onesta'.,
Quinoa 1 kg,Unbranded,unbranded,0.998,,0.998,-0.002021,Yes,Quinoa is listed as a generic commodity grain with no specific brand name mentioned.,
Cheese Block Processed,Olio,unbranded,0.9947,,0.9947,-0.005316,Yes,The title describes a generic processed cheese block with no specific brand name mentioned.,
Amul Fresh Cream 1 Ltr- Exempt,Unbranded,branded,0.9999,,0.9999,-8e-05,Yes,"Amul is a well-known dairy brand, and this product is explicitly sold under the Amul brand name.",
Duster cloth-Thick Mop,unbranded,unbranded,0.997,,0.997,-0.002986,Yes,This is a generic cleaning cloth/mop product with no specific brand name associated with it.,
Hand Sanitizer HS 100,unbranded,branded,0.2227,,0.7773,-0.25193,No,The product has a specific model/product code 'HS 100' suggesting it is sold under a branded label rather than as a generic commodity.,
Palak paste,Unbranded,unbranded,0.9955,,0.9955,-0.004549,Yes,Palak paste is a generic/commodity product with no specific brand name mentioned.,
Squeeze bottles -  Large,Unbranded,unbranded,0.9987,,0.9987,-0.001305,Yes,The product is a generic squeeze bottle with no specific brand name mentioned.,
VINEGAR SYNTHETIC 750ML,unbranded,unbranded,0.9998,,0.9998,-0.000197,Yes,"The product title contains no specific brand name, presenting it as a generic synthetic vinegar commodity.",
Salt Black Tiger,unbranded,unbranded,0.1277,,0.8723,-0.136568,No,This appears to be a generic commodity item (black tiger salt/prawns) with no specific brand name attached.,
Bread Crumb (Orange),Unbranded,unbranded,0.9986,,0.9986,-0.001412,Yes,The product title 'Bread Crumb (Orange)' refers to a generic commodity item with no specific brand name mentioned.,
Chicken Lollypop Plate,Unbranded,unbranded,0.9992,,0.9992,-0.000843,Yes,Chicken Lollypop Plate is a generic dish/food item with no specific brand name associated with it.,
MONIN VANILLA SYRUP 1 L,MONIN,branded,1.0,,1.0,-3e-06,Yes,MONIN is a well-known brand that produces flavored syrups and beverage ingredients.,
FRENCH HEARTS VINYL STICKER SET,Unbranded,branded,0.0,,1.0,-2.4e-05,No,FRENCH HEARTS appears to be a specific brand name for this vinyl sticker product line.,
Harpic 500 Ml,unbrand,branded,1.0,,1.0,-2.9e-05,Yes,Harpic is a well-known brand of toilet cleaning products manufactured by Reckitt Benckiser.,
Gram Flour/Besan (Motichur),unbranded,unbranded,0.9906,,0.9906,-0.009457,Yes,"Gram flour/besan is a generic commodity ingredient, and 'Motichur' refers to the coarse grind type, not a brand name.",
Chicken Galouti,Unbranded,unbranded,0.9996,,0.9996,-0.000418,Yes,Chicken Galouti is a generic dish/product name with no specific brand associated with it.,
Garbage Bags 29*39,unbranded,unbranded,0.9998,,0.9998,-0.00018,Yes,The product is listed as a generic garbage bag with only size dimensions and no specific brand name mentioned.,
Slider Bun 25GMS x 3'',Unbranded,unbranded,0.9997,,0.9997,-0.00033,Yes,"The product is described generically as a slider bun with size/quantity specifications, with no specific brand name mentioned.",
BLACK PAPER,unbranded,unbranded,0.0001,,0.9999,-9.2e-05,No,Black pepper is a generic commodity spice with no specific brand name mentioned.,
Millet Dosa Batter - ME,ME,branded,0.0038,,0.9962,-0.003832,No,The 'ME' suffix indicates a specific brand name associated with this millet dosa batter product.,
Sesame Seeds White,Habit,unbranded,0.9995,,0.9995,-0.000459,Yes,Sesame Seeds White is a generic commodity item with no specific brand name mentioned.,
#_# Baked Salted Caramel Cheesecake - Sassy Teaspoon,Unbranded,branded,0.9996,,0.9996,-0.000405,Yes,The product is sold under the specific brand name 'Sassy Teaspoon'.,
McCain Rosti Round/ Hash Brown 1.5kg,unbranded,branded,1.0,,1.0,-2e-06,Yes,McCain is a well-known food brand that manufactures and sells frozen potato products like hash browns and rosti.,
Sriracha (570gm bottle),unbranded,branded,0.9474,,0.9474,-0.054054,Yes,Sriracha is a well-known branded hot sauce sold under specific brand names like Huy Fong Foods.,
#_# Gate Pass Book,unbranded,branded,0.0012,,0.9988,-0.001246,No,The '#_#' prefix suggests a specific brand or publisher label associated with this Gate Pass Book product.,
CHANA MASALA MDH 100GM,Unbranded,branded,1.0,,1.0,-5e-06,Yes,"MDH is a well-known spice brand, making this a branded chana masala product.",
Knor Aromat Seasoning,Unbranded,branded,0.9979,,0.9979,-0.002085,Yes,Knorr (Knor) is a well-known brand and Aromat is a specific branded seasoning product by Knorr.,
"Newtrition - Lemon Ginger, 500 ML",OUTLET,branded,0.9998,,0.9998,-0.0002,Yes,Newtrition is a specific brand name under which this Lemon Ginger drink is sold.,
coke 250ml bgl entperises aahar sale (Pack of 28),,branded,0.9988,,0.9988,-0.00117,Yes,Coke (Coca-Cola) is a well-known branded beverage product.,
Tape Dispenser,unbranded,unbranded,0.974,,0.974,-0.026301,Yes,No specific brand name is mentioned; it is described as a generic tape dispenser.,
Agnessi Penne Pasta,unbranded,branded,1.0,,1.0,-2e-06,Yes,Agnessi is a specific brand name for this pasta product.,
Pet Jar 6 inch,unbranded,unbranded,0.9972,,0.9972,-0.002762,Yes,"A generic storage container described only by its type and size, with no specific brand name associated.",
Rasila Rajma - Outsource,Unbranded,unbranded,0.9315,,0.9315,-0.071,Yes,"Rajma is a generic commodity legume, and 'Rasila' and 'Outsource' do not indicate a recognized consumer brand.",
Maida DFM 50 Kg Unbrand,unbranded,unbranded,0.999,,0.999,-0.00097,Yes,"The product title explicitly contains 'Unbrand' and 'DFM' appears to be a size/grade descriptor rather than a brand name, indicating this is a generic commodity flour.",
Thums Up 250 ml,COKE,branded,0.9998,,0.9998,-0.00021,Yes,Thums Up is a well-known branded cola soft drink owned by Coca-Cola.,
Budweiser Premium,Unbranded,branded,0.9684,,0.9684,-0.03213,Yes,Budweiser is a well-known international beer brand owned by Anheuser-Busch InBev.,
MOTICHOOR LADDU 250g,Ksheer Sagar,unbranded,0.9993,,0.9993,-0.000657,Yes,Motichoor Laddu is a generic traditional Indian sweet with no specific brand name mentioned.,
Kissan Tomato Sause Dip,Unbranded,branded,0.9996,,0.9996,-0.000424,Yes,Kissan is a well-known brand by HUL that sells sauces and spreads.,
RAGI WHOLE,UNBRANDED,unbranded,0.9992,,0.9992,-0.00078,Yes,Ragi Whole is a generic commodity grain with no specific brand name associated with it.,
Cotton pink plan shirt  (Size-XXL),Unbranded,unbranded,0.9992,,0.9992,-0.00083,Yes,The product is a generic cotton shirt with no specific brand name mentioned.,
Coffee powder Nescafe 500 gm,Unbranded,branded,1.0,,1.0,-6e-06,Yes,Nescafe is a well-known brand of coffee powder owned by Nestlé.,
TOP COVER OF BOX 750 ML SALADSPOINT,Unbranded,branded,0.9185,,0.9185,-0.085035,Yes,SALADSPOINT appears to be a specific brand name associated with this product's packaging.,
FULL CREAM MILK,Unbranded,unbranded,0.9983,,0.9983,-0.001702,Yes,Full cream milk is listed as a generic commodity without any specific brand name associated with it.,
Diversey Spray Bottles,unbranded,branded,0.998,,0.998,-0.002021,Yes,Diversey is a well-known cleaning and hygiene products company/brand name.,
Disposable Paper Glass 150 ml Customized Printed Cups 180 GSM Paper,OUTLET,unbranded,0.9975,,0.9975,-0.002476,Yes,"The product is a generic disposable paper cup with no specific brand name mentioned, only describing its specifications.",
Dal Tadka Lentils- ( 920 gms ),CFI,unbranded,0.9752,,0.9752,-0.025111,Yes,Dal Tadka Lentils is a generic commodity dish/ingredient with no specific brand name associated with it.,
Kakdi - Cucumber,unbranded,unbranded,0.9998,,0.9998,-0.000164,Yes,Kakdi/Cucumber is a generic fresh vegetable with no specific brand name associated with it.,
English Toffee,unbranded,unbranded,0.999,,0.999,-0.001001,Yes,English Toffee is a generic candy/confectionery type with no specific brand name mentioned.,
MTR Sambar,CFI,branded,1.0,,1.0,-2e-06,Yes,"MTR is a well-known food brand, and this product is sold under the MTR brand name.",
Rai (Mustard Seed) 100gm,Zomato HyperPure,unbranded,0.9997,,0.9997,-0.000306,Yes,Rai (Mustard Seed) is a generic commodity spice sold by weight with no specific brand name mentioned.,
BIRTHDAY CAP BOY,Unbranded,unbranded,0.9974,,0.9974,-0.002595,Yes,This is a generic birthday cap product with no specific brand name associated with it.,
#_# Roasted Chana Dal - Murukku,unbranded,unbranded,0.9149,,0.9149,-0.088941,Yes,The product appears to be a generic roasted chana dal murukku with no specific brand name identified.,
Taski D9 (5lt),Unbranded,branded,0.9998,,0.9998,-0.000174,Yes,"Taski is a well-known professional cleaning brand, and D9 is a specific product line under that brand.",
Truffle Oil Urbani 250 ml,Unbranded,branded,1.0,,1.0,-1.5e-05,Yes,Urbani is a specific brand name associated with this truffle oil product.,
Kaffir Lime Leaves,unbranded,unbranded,0.9999,,0.9999,-0.000116,Yes,Kaffir Lime Leaves is a generic herb/commodity item with no specific brand name associated with it.,
Aniseed Whole - Saunf,unbranded,unbranded,0.9935,,0.9935,-0.00651,Yes,Aniseed (Saunf) is a generic spice commodity with no specific brand name associated.,
Chocolate Hamper 1864,Unbranded,branded,0.0434,,0.9566,-0.044335,No,The '1864' designation suggests a specific branded product line or gift hamper from a particular company or brand identity.,
Flax Seeds Plain,Unbranded,unbranded,0.9986,,0.9986,-0.001412,Yes,Flax Seeds Plain is a generic commodity item with no specific brand name mentioned.,
#_# Wooden Spoon - Amore,Unbranded,branded,0.7773,,0.7773,-0.251931,Yes,The product is sold under the brand name 'Amore'.,
Chili Powder 1kg pkt,unbranded,unbranded,0.9997,,0.9997,-0.000335,Yes,Generic chili powder sold by weight in a packet with no specific brand name mentioned.,
Strawberry,Unbranded,unbranded,0.9995,,0.9995,-0.000473,Yes,Strawberry is a generic fresh fruit with no specific brand name associated with it.,
Maida Kesari Brand 50kgs,unbranded,branded,0.9946,,0.9946,-0.0054,Yes,"The product is sold under the 'Kesari' brand name, indicating it is a branded product.",
Gherkin (pickled Cucumber whole),unbranded,unbranded,0.9933,,0.9933,-0.006716,Yes,This is a generic pickled cucumber product with no specific brand name mentioned.,
PLASTIC CONTAINER 25ML,ICE PACKING,unbranded,0.9998,,0.9998,-0.0002,Yes,"Generic plastic container with no specific brand name mentioned, identified only by its type and size.",
Brown Sugar sachet,Unbranded,unbranded,0.9994,,0.9994,-0.000617,Yes,Brown sugar sachet is a generic commodity item with no specific brand name mentioned.,
Jackfruit Cut (kathal),Unbranded,unbranded,0.9999,,0.9999,-0.000144,Yes,Jackfruit Cut (kathal) is a generic fresh produce item with no specific brand name associated with it.,
Kasoori Methi Dry 100GM,Unbranded,unbranded,0.9855,,0.9855,-0.01461,Yes,Kasoori Methi Dry is a generic commodity spice with no specific brand name mentioned.,
HONEY GOCHUJANG SAUCE,unbranded,unbranded,0.9982,,0.9982,-0.001756,Yes,The title describes a generic sauce type (Honey Gochujang) with no specific brand name mentioned.,
Non woven bag cinnamon big,Unbranded,unbranded,0.9974,,0.9974,-0.002554,Yes,"The product is a generic non-woven bag with cinnamon, with no specific brand name associated with it.",
Ashok Besan,Unbranded,branded,1.0,,1.0,-4.7e-05,Yes,'Ashok' is a specific brand name under which this besan (chickpea flour) is sold.,
AJINO MOTO,Unbranded,branded,0.9998,,0.9998,-0.000156,Yes,Ajinomoto is a well-known brand name for MSG (monosodium glutamate) seasoning manufactured by the Ajinomoto Co.,
SEED TIL WHITE NYLON,UNBRANDED,unbranded,0.1082,,0.8918,-0.114502,No,This is a generic commodity item (white nylon sesame seeds) with no specific brand name associated.,
CHILLY POWDER  1KG,Unbranded,unbranded,0.9992,,0.9992,-0.00083,Yes,Generic chilly powder sold by weight with no specific brand name mentioned.,
